Filename,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt,
NaiveBayes_SMOTE_iter3.csv,5,0.08020050125313283,0.32989690721649484,0.12903225806451613,0.07913969430601946,0.6197042424500009,0.48359531233200737,0.12082990187143462,0.10309278350515463,0.14432989690721648,0.17525773195876287,0.21649484536082475,0.23711340206185566,0.28865979381443296,0.35051546391752575,0.38144329896907214,0.41237113402061853,0.4948453608247423,0.5257731958762887,0.5773195876288659,0.5876288659793815,0.5979381443298969,0.6597938144329897,0.7525773195876289,0.9072164948453608,0.9896907216494846,1.0,0.4690402476780186,0.10309278350515463,0.14432989690721648,0.17525773195876287,0.21649484536082475,0.23711340206185566,0.28865979381443296,0.35051546391752575,0.38144329896907214,0.41237113402061853,0.4948453608247423,0.5257731958762887,0.5773195876288659,0.5876288659793815,0.5979381443298969,0.6597938144329897,0.7525773195876289,0.9072164948453608,0.9896907216494846,1.0,0.49383996680603875,0.1030927835051546,0.14432989690721643,0.17525773195876293,0.21649484536082475,0.23711340206185572,0.28865979381443296,0.35051546391752575,0.38144329896907214,0.41237113402061853,0.4948453608247423,0.5257731958762887,0.5773195876288659,0.5876288659793815,0.5979381443298969,0.6597938144329897,0.7525773195876289,0.9072164948453608,0.9705882352941178,1,0.4948453608247422,
RandomForest_BestFirst_iter4.csv,0,0.5666666666666667,0.22666666666666666,0.3238095238095238,0.3628915342726003,0.8665765983112186,0.3693504922903001,0.351529497781169,0.39705882352941174,0.5147058823529411,0.6911764705882353,0.7794117647058824,0.8529411764705882,0.8676470588235294,0.8970588235294118,0.9117647058823529,0.9411764705882353,0.9411764705882353,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,1.0,1.0,0.8916408668730649,0.39705882352941174,0.5147058823529411,0.6911764705882353,0.7794117647058824,0.8529411764705882,0.8676470588235294,0.8970588235294118,0.9117647058823529,0.9411764705882353,0.9411764705882353,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,1.0,1.0,0.8784829721362227,0.3970588235294117,0.5147058823529411,0.6911764705882353,0.7794117647058824,0.8529411764705882,0.8676470588235294,0.8970588235294118,0.9117647058823529,0.9411764705882353,0.9411764705882353,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9852941176470589,1.0,1,0.8784829721362227,
NaiveBayes_BestFirst_iter1.csv,3,0.29365079365079366,0.22699386503067484,0.2560553633217993,0.2700217698277388,0.7631010401420074,0.36148518795468687,0.12677651852707086,0.09567901234567901,0.12345679012345678,0.14506172839506173,0.1697530864197531,0.2006172839506173,0.2191358024691358,0.22530864197530864,0.24074074074074073,0.25617283950617287,0.2716049382716049,0.2777777777777778,0.46296296296296297,0.5524691358024691,0.5833333333333334,0.7438271604938271,0.8055555555555556,0.8703703703703703,0.9320987654320988,1.0,0.1813095766459935,0.09567901234567901,0.12345679012345678,0.14506172839506173,0.1697530864197531,0.2006172839506173,0.2191358024691358,0.22530864197530864,0.24074074074074073,0.25617283950617287,0.2716049382716049,0.2777777777777778,0.46296296296296297,0.5524691358024691,0.5833333333333334,0.7438271604938271,0.8055555555555556,0.8703703703703703,0.9320987654320988,1.0,0.26754284453694105,0.11787072243346008,0.136986301369863,0.15064102564102566,0.1702786377708978,0.2006172839506173,0.21913580246913578,0.22530864197530864,0.2407407407407407,0.25617283950617287,0.2716049382716049,0.2777777777777778,0.462962962962963,0.5524691358024691,0.548494983277592,0.2522522522522521,0,0,0,1,0.4303118908382066,
RandomForest_SMOTE_iter4.csv,0,0.24183006535947713,0.49333333333333335,0.32456140350877194,0.12104729762955505,0.8497756332931238,0.6544891776792379,0.32891809828462215,0.47058823529411764,0.7205882352941176,0.8088235294117647,0.8676470588235294,0.8970588235294118,0.9264705882352942,0.9264705882352942,0.9411764705882353,0.9705882352941176,0.9852941176470589,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9396284829721362,0.47058823529411764,0.7205882352941176,0.8088235294117647,0.8676470588235294,0.8970588235294118,0.9264705882352942,0.9264705882352942,0.9411764705882353,0.9705882352941176,0.9852941176470589,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9210526315789473,0.47058823529411764,0.7205882352941176,0.8088235294117647,0.8676470588235294,0.8970588235294118,0.9264705882352942,0.9264705882352942,0.9411764705882353,0.9705882352941176,0.9852941176470589,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.9210526315789473,
NaiveBayes_BestFirst_iter3.csv,6,0.11073825503355705,0.3402061855670103,0.1670886075949367,0.107729434822101,0.8843028553061831,0.49842009084738687,0.15932153738927374,0.15463917525773196,0.1958762886597938,0.24742268041237114,0.28865979381443296,0.3711340206185567,0.4329896907216495,0.4845360824742268,0.5257731958762887,0.5773195876288659,0.6494845360824743,0.6907216494845361,0.711340206185567,0.7628865979381443,0.8247422680412371,0.8762886597938144,0.9072164948453608,0.9278350515463918,0.9690721649484536,1.0,0.5505090804634388,0.15463917525773196,0.1958762886597938,0.24742268041237114,0.28865979381443296,0.3711340206185567,0.4329896907216495,0.4845360824742268,0.5257731958762887,0.5773195876288659,0.6494845360824743,0.6907216494845361,0.711340206185567,0.7628865979381443,0.8247422680412371,0.8762886597938144,0.9072164948453608,0.9278350515463918,0.9690721649484536,1.0,0.607401615013884,0.15463917525773196,0.19587628865979378,0.24742268041237114,0.28865979381443296,0.3711340206185567,0.4329896907216495,0.48453608247422686,0.5257731958762887,0.5773195876288659,0.6494845360824743,0.6907216494845361,0.711340206185567,0.7628865979381443,0.8247422680412371,0.8762886597938144,0.9072164948453608,0.9278350515463918,0.9117647058823529,1,0.6104177970699945,
IBk_SMOTE_iter4.csv,1,0.21982758620689655,0.68,0.3322475570032573,0.10718916586672757,0.8736501809408929,0.7948338395305635,0.36885504775371813,0.36764705882352944,0.5735294117647058,0.7941176470588235,0.8529411764705882,0.8529411764705882,0.8823529411764706,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9411764705882353,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,0.8908668730650154,0.36764705882352944,0.5735294117647058,0.7941176470588235,0.8529411764705882,0.8529411764705882,0.8823529411764706,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9411764705882353,0.9852941176470589,1.0,1.0,1.0,1.0,1.0,0.880030959752322,0.36764705882352944,0.5735294117647058,0.7941176470588235,0.8529411764705882,0.8529411764705882,0.8823529411764706,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9411764705882353,0.9852941176470589,1.0,1.0,1.0,1.0,1,0.880030959752322,
NaiveBayes_SMOTE_iter1.csv,2,0.23167848699763594,0.3006134969325153,0.2616822429906542,0.23773829318323839,0.7634299772663579,0.43607920693469726,0.08554264052150616,0.09567901234567901,0.12962962962962962,0.15432098765432098,0.1697530864197531,0.18518518518518517,0.2191358024691358,0.23765432098765432,0.25925925925925924,0.2777777777777778,0.2932098765432099,0.3055555555555556,0.32098765432098764,0.33024691358024694,0.3549382716049383,0.3734567901234568,0.42901234567901236,0.6265432098765432,0.808641975308642,1.0,0.18163663859980905,0.09567901234567901,0.12962962962962962,0.15432098765432098,0.1697530864197531,0.18518518518518517,0.2191358024691358,0.23765432098765432,0.25925925925925924,0.2777777777777778,0.2932098765432099,0.3055555555555556,0.32098765432098764,0.33024691358024694,0.3549382716049383,0.3734567901234568,0.42901234567901236,0.6265432098765432,0.808641975308642,1.0,0.22748721458209165,0.11787072243346008,0.14383561643835618,0.16025641025641024,0.1702786377708978,0.18518518518518512,0.21913580246913578,0.23765432098765427,0.2592592592592593,0.2777777777777778,0.29320987654320985,0.3055555555555556,0.32098765432098764,0.33024691358024694,0.3010033444816054,0,0,0,0,1,0.3458414554905784,
NaiveBayes_BestFirst_iter2.csv,2,0.12267657992565056,0.3626373626373626,0.18333333333333332,0.12805732535548164,0.8562757636890638,0.5210016944734098,0.17219382302770136,0.08791208791208792,0.16483516483516483,0.1978021978021978,0.2967032967032967,0.32967032967032966,0.42857142857142855,0.4725274725274725,0.4945054945054945,0.5604395604395604,0.6043956043956044,0.6483516483516484,0.6923076923076923,0.7362637362637363,0.7692307692307693,0.8021978021978022,0.8461538461538461,0.8791208791208791,0.945054945054945,1.0,0.5525270783175072,0.08791208791208792,0.16483516483516483,0.1978021978021978,0.2967032967032967,0.32967032967032966,0.42857142857142855,0.4725274725274725,0.4945054945054945,0.5604395604395604,0.6043956043956044,0.6483516483516484,0.6923076923076923,0.7362637362637363,0.7692307692307693,0.8021978021978022,0.8461538461538461,0.8791208791208791,0.945054945054945,1.0,0.5654342240262576,0.0888888888888889,0.1648351648351648,0.19780219780219777,0.29670329670329676,0.3296703296703296,0.4285714285714286,0.4725274725274725,0.4945054945054945,0.5604395604395604,0.6043956043956044,0.6483516483516484,0.6923076923076923,0.7362637362637363,0.7692307692307693,0.8021978021978022,0.8461538461538461,0.8735632183908046,0.7368421052631577,1,0.5766338924233662,
