key,creationDate,resolutionDate,injectedVersion,openingVersion,fixedVersion,affectedVersion,numOfCommits
SYNCOPE-228,2012-10-25,2012-10-25,1.0.2-incubating,1.0.4,1.0.4,[1.0.2-incubating],
SYNCOPE-230,2012-10-26,2012-10-29,1.0.2-incubating,1.0.4,1.0.4,[1.0.2-incubating],
SYNCOPE-232,2012-11-02,2012-11-06,1.0.3-incubating,1.0.4,1.0.4,[1.0.3-incubating, 1.0.2-incubating, 1.0.2-incubating],
SYNCOPE-233,2012-11-03,2012-11-10,1.0.3-incubating,1.0.4,1.0.4,[1.0.3-incubating, 1.0.2-incubating, 1.0.2-incubating],
SYNCOPE-236,2012-11-11,2012-11-11,1.0.3-incubating,1.0.4,1.0.4,[1.0.3-incubating, 1.0.2-incubating],
SYNCOPE-237,2012-11-16,2012-11-16,1.0.3-incubating,1.0.4,1.0.4,[1.0.3-incubating, 1.0.2-incubating],
SYNCOPE-238,2012-11-19,2012-11-28,1.0.3-incubating,1.0.4,1.0.4,[1.0.3-incubating, 1.0.2-incubating],
SYNCOPE-267,2013-01-08,2013-01-08,1.0.4,1.0.5,1.0.5,[1.0.4, 1.0.5, 1.1.0],
SYNCOPE-269,2013-01-10,2013-01-11,1.0.4,1.0.5,1.0.5,[1.0.4, 1.1.0],
SYNCOPE-274,2013-01-15,2013-01-15,1.0.4,1.0.5,1.0.5,[1.0.4],
SYNCOPE-285,2013-01-23,2013-07-26,1.0.3-incubating,1.0.5,1.1.4,[1.0.3-incubating, 1.0.2-incubating, 1.0.4, 1.0.5, 1.0.6, 1.0.7, 1.1.0, 1.0.8, 1.1.1, 1.1.2, 1.1.3],
SYNCOPE-294,2013-01-28,2013-02-01,1.0.5,1.0.6,1.0.6,[1.0.5],
SYNCOPE-297,2013-01-29,2013-01-31,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-301,2013-01-30,2013-01-30,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-306,2013-02-01,2013-02-01,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-305,2013-02-01,2013-02-01,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-308,2013-02-04,2013-02-11,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-309,2013-02-04,2013-02-25,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-310,2013-02-08,2013-02-08,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-312,2013-02-08,2013-02-27,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-315,2013-02-15,2013-02-18,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-316,2013-02-18,2013-02-18,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-318,2013-02-19,2013-02-27,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-323,2013-02-22,2013-02-22,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-322,2013-02-22,2013-02-22,1.0.4,1.0.6,1.0.6,[1.0.4, 1.0.5],
SYNCOPE-325,2013-02-25,2013-02-25,1.0.5,1.0.6,1.0.6,[1.0.5, 1.1.0],
SYNCOPE-328,2013-02-28,2013-03-05,1.0.5,1.0.7,1.0.7,[1.0.5, 1.0.6],
SYNCOPE-329,2013-02-28,2013-03-15,1.0.5,1.0.7,1.0.7,[1.0.5, 1.0.6],
SYNCOPE-332,2013-03-03,2013-03-04,1.0.5,1.0.7,1.0.7,[1.0.5, 1.0.6, 1.1.0, 1.0.6],
SYNCOPE-336,2013-03-11,2013-03-19,1.0.5,1.0.7,1.0.7,[1.0.5, 1.0.6],
SYNCOPE-341,2013-03-21,2013-03-22,1.0.6,1.0.7,1.0.7,[1.0.6, 1.1.0],
SYNCOPE-342,2013-03-22,2013-03-22,1.0.6,1.0.7,1.0.7,[1.0.6, 1.1.0],
SYNCOPE-349,2013-04-03,2013-12-20,1.0.7,1.1.0,1.1.6,[1.0.7, 1.1.0, 1.2.0-M1, 1.1.0, 1.0.8, 1.1.1, 1.1.2, 1.1.3, 1.1.4, 1.1.5],
SYNCOPE-351,2013-04-05,2013-04-09,1.0.7,1.1.0,1.0.8,[1.0.7, 1.1.0, 1.1.0],
SYNCOPE-352,2013-04-08,2013-04-09,1.1.0,1.0.8,1.0.8,[1.1.0],
SYNCOPE-353,2013-04-09,2013-04-09,1.1.0,1.0.8,1.0.8,[1.1.0],
SYNCOPE-354,2013-04-12,2013-04-24,1.1.0,1.0.8,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-356,2013-04-14,2013-04-15,1.1.0,1.0.8,1.0.8,[1.1.0],
SYNCOPE-358,2013-04-15,2013-04-15,1.1.0,1.0.8,1.0.8,[1.1.0],
SYNCOPE-357,2013-04-15,2013-04-24,1.1.0,1.0.8,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-360,2013-04-18,2013-04-19,1.1.0,1.0.8,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-364,2013-04-19,2013-04-19,1.1.0,1.1.1,1.1.1,[1.1.0, 1.0.8, 1.0.8],
SYNCOPE-363,2013-04-19,2013-04-19,1.1.0,1.1.1,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-361,2013-04-19,2013-04-19,1.1.0,1.1.1,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-365,2013-04-24,2013-04-24,1.1.0,1.1.1,1.1.1,[1.1.0, 1.1.1, 1.0.8],
SYNCOPE-366,2013-04-26,2013-04-26,1.1.0,1.1.1,1.1.1,[1.1.0, 1.1.1, 1.0.8],
SYNCOPE-368,2013-04-29,2013-04-29,1.1.0,1.1.1,1.1.1,[1.1.0, 1.0.8],
SYNCOPE-369,2013-05-07,2013-05-09,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-370,2013-05-08,2013-07-02,1.1.1,1.1.2,1.1.3,[1.1.1, 1.1.2],
SYNCOPE-371,2013-05-21,2013-05-21,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-372,2013-05-27,2013-05-28,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-373,2013-05-28,2013-05-28,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-375,2013-05-28,2013-05-29,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-376,2013-05-30,2013-05-30,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-384,2013-05-31,2013-05-31,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-383,2013-05-31,2013-05-31,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-382,2013-05-31,2013-05-31,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-381,2013-05-31,2013-05-31,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-380,2013-05-31,2013-05-31,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-386,2013-06-03,2013-06-03,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-385,2013-06-03,2013-06-03,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-387,2013-06-03,2013-06-07,1.1.1,1.1.2,1.1.2,[1.1.1],
SYNCOPE-394,2013-06-12,2013-06-12,1.1.2,1.1.3,1.1.3,[1.1.2],
SYNCOPE-397,2013-06-26,2013-06-27,1.1.2,1.1.3,1.1.3,[1.1.2],
SYNCOPE-398,2013-07-01,2013-07-01,1.1.2,1.1.3,1.1.3,[1.1.2],
SYNCOPE-399,2013-07-04,2013-07-04,1.1.2,1.1.3,1.1.3,[1.1.2, 1.2.0-M1],
SYNCOPE-401,2013-07-11,2013-07-11,1.1.2,1.1.3,1.1.3,[1.1.2],
SYNCOPE-400,2013-07-11,2013-07-11,1.0.8,1.1.3,1.1.3,[1.0.8, 1.1.2, 1.1.1, 1.1.2],
SYNCOPE-404,2013-07-19,2013-07-22,1.1.0,1.1.4,1.1.4,[1.1.0, 1.1.3, 1.0.8, 1.1.1, 1.1.2, 1.1.3],
SYNCOPE-412,2013-09-16,2013-09-18,1.1.3,1.1.4,1.1.4,[1.1.3],
SYNCOPE-418,2013-09-20,2013-09-20,1.1.3,1.1.4,1.1.4,[1.1.3],
SYNCOPE-417,2013-09-20,2013-09-20,1.1.3,1.1.4,1.1.4,[1.1.3],
SYNCOPE-419,2013-10-01,2013-10-01,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-426,2013-10-25,2013-10-25,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-434,2013-11-07,2013-11-07,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-433,2013-11-07,2013-11-07,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-435,2013-11-08,2013-11-12,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-436,2013-11-12,2013-11-18,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-437,2013-11-13,2013-11-13,1.1.4,1.1.5,1.1.5,[1.1.4],
SYNCOPE-440,2013-11-15,2013-11-21,1.1.3,1.1.5,1.1.5,[1.1.3, 1.1.4],
SYNCOPE-453,2013-11-29,2013-12-03,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-452,2013-11-29,2013-12-03,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-455,2013-11-29,2013-12-04,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-454,2013-11-29,2013-12-04,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-457,2013-12-03,2013-12-04,1.1.5,1.1.6,1.1.6,[1.1.5, 1.2.0-M1],
SYNCOPE-458,2013-12-03,2014-06-10,1.1.5,1.1.6,1.1.8,[1.1.5, 1.1.6, 1.0.9, 1.1.7],
SYNCOPE-459,2013-12-04,2013-12-14,1.1.4,1.1.6,1.1.6,[1.1.4, 1.1.5, 1.1.5],
SYNCOPE-462,2013-12-16,2014-01-30,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-466,2013-12-30,2013-12-30,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-475,2014-01-09,2014-01-09,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-474,2014-01-09,2014-01-09,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-476,2014-01-14,2014-01-15,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-477,2014-01-15,2014-01-15,1.1.5,1.1.6,1.1.6,[1.1.5],
SYNCOPE-481,2014-02-12,2014-03-28,1.1.5,1.1.6,1.0.9,[1.1.5, 1.1.6],
SYNCOPE-484,2014-03-12,2014-03-13,1.1.6,1.0.9,1.0.9,[1.1.6],
SYNCOPE-498,2014-05-30,2014-06-03,1.0.9,1.1.8,1.1.8,[1.0.9, 1.1.7],
SYNCOPE-497,2014-05-30,2014-06-06,1.0.9,1.1.8,1.1.8,[1.0.9, 1.1.7],
SYNCOPE-499,2014-06-03,2014-06-05,1.1.7,1.1.8,1.1.8,[1.1.7, 1.2.0-M1],
SYNCOPE-504,2014-06-11,2014-06-25,1.1.7,1.1.8,1.1.8,[1.1.7, 1.2.0-M1],
SYNCOPE-515,2014-06-24,2014-06-25,1.1.7,1.1.8,1.1.8,[1.1.7, 1.2.0-M1],
SYNCOPE-527,2014-07-02,2014-07-03,1.0.9,1.1.8,1.1.8,[1.0.9, 1.1.7],
SYNCOPE-531,2014-07-05,2014-07-07,1.1.8,1.2.0-M1,1.2.0-M1,[1.1.8, 1.2.0-M1],
SYNCOPE-543,2014-08-27,2014-09-08,1.1.8,1.2.0-M1,1.2.0-M1,[1.1.8, 1.2.0-M1, 2.0.0-M1],
SYNCOPE-546,2014-09-04,2014-09-04,1.1.7,1.2.0-M1,1.2.0-M1,[1.1.7, 1.1.8],
SYNCOPE-548,2014-09-15,2014-09-15,1.2.0-M1,1.2.0,1.2.0,[1.2.0-M1],
SYNCOPE-547,2014-09-15,2014-09-15,1.1.8,1.2.0,1.2.0,[1.1.8, 1.2.0-M1],
SYNCOPE-549,2014-09-16,2014-09-16,1.2.0-M1,1.2.0,1.2.0,[1.2.0-M1],
SYNCOPE-551,2014-09-23,2014-09-23,1.2.0-M1,1.2.0,1.2.0,[1.2.0-M1],
SYNCOPE-553,2014-09-29,2014-09-29,1.2.0-M1,1.2.0,1.2.0,[1.2.0-M1],
SYNCOPE-554,2014-09-29,2014-10-23,1.2.0-M1,1.2.0,1.2.1,[1.2.0-M1, 1.2.0, 1.2.0],
SYNCOPE-556,2014-10-02,2014-10-03,1.2.0-M1,1.2.0,1.2.0,[1.2.0-M1],
SYNCOPE-557,2014-10-03,2014-10-07,1.2.0-M1,1.2.0,1.2.1,[1.2.0-M1, 1.2.0],
SYNCOPE-561,2014-10-07,2014-10-07,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-560,2014-10-07,2014-10-07,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-562,2014-10-08,2014-10-09,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-563,2014-10-09,2014-10-09,1.2.0-M1,1.2.1,1.2.1,[1.2.0-M1, 1.2.0],
SYNCOPE-564,2014-10-11,2014-10-23,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-565,2014-10-13,2014-10-14,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-566,2014-10-15,2014-10-16,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-567,2014-10-15,2014-10-17,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-569,2014-10-16,2014-10-17,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-568,2014-10-16,2014-10-17,1.1.8,1.2.1,1.2.1,[1.1.8, 1.2.0, 1.2.0-M1, 1.2.0],
SYNCOPE-574,2014-10-20,2014-10-22,1.2.0,1.2.1,1.2.1,[1.2.0, 2.0.0-M1],
SYNCOPE-571,2014-10-20,2014-10-22,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-572,2014-10-20,2014-10-31,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-578,2014-10-23,2014-10-30,1.2.0-M1,1.2.1,1.2.1,[1.2.0-M1, 1.2.0, 1.2.0],
SYNCOPE-576,2014-10-23,2014-10-30,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-596,2014-10-28,2014-10-28,1.2.0-M1,1.2.1,1.2.1,[1.2.0-M1, 1.2.0, 1.2.0],
SYNCOPE-597,2014-10-29,2014-10-30,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-598,2014-11-02,2014-11-06,1.2.0,1.2.1,1.2.1,[1.2.0],
SYNCOPE-600,2014-11-05,2014-11-05,1.1.8,1.2.1,1.2.1,[1.1.8, 1.2.0, 1.2.0-M1, 1.2.0],
SYNCOPE-601,2014-11-06,2014-11-10,1.1.8,1.2.1,1.2.1,[1.1.8, 1.2.0, 1.2.0-M1, 1.2.0],
SYNCOPE-608,2014-11-19,2014-11-21,1.2.0,1.2.2,1.2.2,[1.2.0, 1.2.1],
SYNCOPE-607,2014-11-19,2014-11-21,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-610,2014-11-21,2014-12-22,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-611,2014-11-27,2014-11-28,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-613,2014-12-01,2014-12-11,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-614,2014-12-04,2014-12-10,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-617,2014-12-18,2014-12-22,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-625,2014-12-28,2015-01-05,1.2.0,1.2.2,1.2.2,[1.2.0, 1.2.1],
SYNCOPE-629,2015-01-20,2015-01-21,1.2.1,1.2.2,1.2.2,[1.2.1, 2.0.0-M1],
SYNCOPE-632,2015-01-28,2015-01-29,1.2.1,1.2.2,1.2.2,[1.2.1],
SYNCOPE-641,2015-02-13,2015-02-13,1.2.2,1.2.3,1.2.3,[1.2.2],
SYNCOPE-639,2015-02-13,2015-02-13,1.2.1,1.2.3,1.2.3,[1.2.1, 1.2.2],
SYNCOPE-638,2015-02-13,2015-02-13,1.2.2,1.2.3,1.2.3,[1.2.2],
SYNCOPE-643,2015-02-16,2015-02-16,1.1.8,1.2.3,1.2.3,[1.1.8, 1.2.2, 1.2.0-M1, 1.2.0, 1.2.1, 1.2.2],
SYNCOPE-644,2015-02-18,2015-02-18,1.2.2,1.2.3,1.2.3,[1.2.2],
SYNCOPE-647,2015-02-23,2015-02-24,1.2.2,1.2.3,1.2.3,[1.2.2],
SYNCOPE-649,2015-02-27,2015-02-27,1.2.2,1.2.3,1.2.3,[1.2.2],
SYNCOPE-654,2015-03-26,2015-04-14,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-655,2015-03-27,2015-03-27,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-656,2015-04-02,2015-04-02,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-658,2015-04-10,2015-04-14,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-659,2015-04-15,2015-04-16,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-664,2015-05-04,2015-05-04,1.2.3,1.2.4,1.2.4,[1.2.3],
SYNCOPE-668,2015-05-19,2015-05-20,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-670,2015-05-21,2015-05-22,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-669,2015-05-21,2015-05-22,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-671,2015-05-24,2015-05-24,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-672,2015-05-25,2015-05-25,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-673,2015-05-27,2015-05-27,1.2.2,1.2.5,1.2.5,[1.2.2, 1.2.3, 1.2.4, 1.2.3, 1.2.4],
SYNCOPE-677,2015-07-08,2015-07-08,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-678,2015-07-08,2015-07-13,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-683,2015-07-13,2015-07-13,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-682,2015-07-13,2015-07-13,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-684,2015-07-23,2015-07-23,1.2.4,1.2.5,1.2.5,[1.2.4],
SYNCOPE-686,2015-08-25,2015-08-26,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-691,2015-09-07,2015-09-07,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-702,2015-10-06,2015-10-06,1.2.4,1.2.6,1.2.6,[1.2.4, 1.2.5],
SYNCOPE-707,2015-10-13,2015-10-13,1.2.5,1.2.6,1.2.6,[1.2.5, 2.0.0-M1],
SYNCOPE-710,2015-10-14,2015-10-15,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-712,2015-10-19,2015-10-22,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-716,2015-10-27,2015-10-27,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-717,2015-10-28,2015-10-28,1.2.5,1.2.6,1.2.6,[1.2.5],
SYNCOPE-726,2015-11-09,2015-11-09,1.1.8,2.0.0-M1,2.0.0-M1,[1.1.8, 1.2.0-M1, 1.2.0, 1.2.1, 1.2.2, 1.2.3, 1.2.4, 1.2.5, 1.2.6],
SYNCOPE-729,2015-11-10,2015-11-10,1.2.6,2.0.0-M1,2.0.0-M1,[1.2.6, 2.0.0-M1],
SYNCOPE-734,2015-11-23,2015-11-27,1.2.5,2.0.0-M1,2.0.0-M1,[1.2.5, 1.2.6],
SYNCOPE-735,2015-11-25,2015-11-25,1.2.6,2.0.0-M1,2.0.0-M1,[1.2.6],
SYNCOPE-739,2015-12-03,2015-12-07,1.2.6,2.0.0-M1,2.0.0-M1,[1.2.6],
SYNCOPE-741,2015-12-09,2015-12-11,1.2.6,2.0.0-M1,2.0.0-M1,[1.2.6, 2.0.0-M1],
SYNCOPE-756,2016-01-04,2016-01-22,2.0.0-M1,1.2.7,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-758,2016-01-20,2016-02-12,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-759,2016-01-21,2016-01-22,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-762,2016-01-29,2016-02-02,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-769,2016-02-18,2016-02-18,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7, 1.2.7],
SYNCOPE-768,2016-02-18,2016-02-19,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7, 1.2.7],
SYNCOPE-775,2016-03-03,2016-03-09,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-776,2016-03-14,2016-03-17,2.0.0-M1,2.0.0-M2,2.0.0-M2,[2.0.0-M1, 1.2.7],
SYNCOPE-792,2016-03-22,2016-04-01,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-793,2016-03-22,2016-04-04,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-798,2016-03-22,2016-05-02,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-799,2016-03-22,2016-05-04,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-800,2016-03-23,2016-03-29,2.0.0-M1,1.2.8,1.2.8,[2.0.0-M1, 1.2.7, 1.2.7, 2.0.0-M2],
SYNCOPE-801,2016-03-23,2016-04-22,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-813,2016-03-24,2016-03-24,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-812,2016-03-24,2016-03-24,2.0.0-M1,1.2.8,1.2.8,[2.0.0-M1, 1.2.7, 2.0.0-M2],
SYNCOPE-814,2016-03-24,2016-03-29,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-811,2016-03-24,2016-04-04,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-817,2016-03-29,2016-04-21,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-823,2016-04-05,2016-04-07,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-825,2016-04-06,2016-04-27,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-837,2016-04-27,2016-04-27,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-839,2016-05-03,2016-05-09,2.0.0-M2,1.2.8,1.2.8,[2.0.0-M2],
SYNCOPE-840,2016-05-05,2016-05-09,1.2.7,1.2.8,1.2.8,[1.2.7, 2.0.0-M2],
SYNCOPE-844,2016-05-11,2016-05-13,1.2.7,1.2.8,1.2.8,[1.2.7, 2.0.0-M2],
SYNCOPE-847,2016-05-11,2016-05-16,1.2.7,1.2.8,1.2.8,[1.2.7, 2.0.0-M2],
SYNCOPE-846,2016-05-11,2016-05-31,1.2.7,1.2.8,1.2.8,[1.2.7, 2.0.0-M2],
SYNCOPE-845,2016-05-11,2016-06-17,2.0.0-M2,1.2.8,2.0.0-M4,[2.0.0-M2, 1.2.8, 2.0.0-M3],
SYNCOPE-863,2016-05-26,2016-06-23,2.0.0-M2,1.2.8,2.0.0-M4,[2.0.0-M2, 1.2.8, 2.0.0-M3],
SYNCOPE-868,2016-06-06,2016-06-06,2.0.0-M3,2.0.0-M4,2.0.0-M4,[2.0.0-M3],
SYNCOPE-867,2016-06-06,2016-06-06,2.0.0-M3,2.0.0-M4,2.0.0-M4,[2.0.0-M3],
SYNCOPE-869,2016-06-07,2016-06-23,2.0.0-M3,2.0.0-M4,2.0.0-M4,[2.0.0-M3],
SYNCOPE-872,2016-06-14,2016-08-27,2.0.0-M3,2.0.0-M4,2.0.0.M5,[2.0.0-M3, 2.0.0-M4],
SYNCOPE-875,2016-06-22,2016-06-23,2.0.0-M3,2.0.0-M4,2.0.0-M4,[2.0.0-M3],
SYNCOPE-876,2016-06-23,2016-06-23,1.2.8,2.0.0-M4,2.0.0-M4,[1.2.8, 2.0.0-M3, 2.0.0-M3],
SYNCOPE-881,2016-06-27,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-884,2016-06-28,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-883,2016-06-28,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-891,2016-06-30,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-888,2016-06-30,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-887,2016-06-30,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-886,2016-06-30,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
SYNCOPE-893,2016-07-05,2016-08-27,2.0.0-M4,2.0.0.M5,2.0.0.M5,[2.0.0-M4],
