MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,IsBuggy
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultUserProvisioningManager.java/create(UserTO, boolean, boolean, Boolean, Set, boolean)",27,5,6,0,0,1,3,2,2,10,0,5,5.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultUserProvisioningManager.java/create(UserTO, boolean, boolean, Boolean, Set, boolean)",28,5,6,0,0,1,3,2,2,10,0,5,5.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultUserProvisioningManager.java/create(UserTO, boolean, boolean, Boolean, Set, boolean)",29,5,6,0,0,1,3,2,2,10,0,5,5.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ConnObjectUtil.java/getUserTOFromConnObject(ConnectorObject, SyncTask)",1,58,2,22,4,2,13,1,1,58,0,58,58.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ConnObjectUtil.java/getUserTOFromConnObject(ConnectorObject, SyncTask)",2,58,2,22,4,2,13,1,1,58,0,58,58.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ConnObjectUtil.java/getUserTOFromConnObject(ConnectorObject, SyncTask)",3,58,2,22,4,2,13,2,2,58,0,58,29.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ConnObjectUtil.java/getUserTOFromConnObject(ConnectorObject, SyncTask)",4,58,2,22,4,2,13,2,2,58,0,58,29.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",10,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",11,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",16,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",17,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",18,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",19,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",12,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",13,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",14,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/ContentExporter.java/doExportTable(TransformerHandler, Connection, String, String)",15,51,4,14,4,2,13,2,1,102,0,51,51.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/MappingUtil.java/getIntValues(ExternalResource, AbstractMappingItem, List, Set, Map)",8,86,5,40,6,4,15,1,1,86,0,86,86.0000,0,no
"core/src/main/java/org/apache/syncope/core/util/MappingUtil.java/getIntValues(ExternalResource, AbstractMappingItem, List, Set, Map)",9,86,5,40,6,4,15,3,1,172,0,86,57.3333,0,no
"core/src/main/java/org/apache/syncope/core/util/MappingUtil.java/getIntValues(ExternalResource, AbstractMappingItem, List, Set, Map)",7,86,5,40,6,4,15,1,1,86,0,86,86.0000,0,no
"client/old_console/src/main/java/org/apache/syncope/client/console/pages/PlainSchemaModalPage.java/showHide(PlainSchemaTO, AjaxDropDownChoicePanel, WebMarkupContainer, AjaxTextFieldPanel, WebMarkupContainer, AjaxTextFieldPanel, MultiFieldPanel, MultiFieldPanel, WebMarkupContainer, AjaxTextFieldPanel, AjaxDropDownChoicePanel, WebMarkupContainer, AjaxTextFieldPanel)",25,82,13,19,5,4,1,1,1,82,0,82,82.0000,0,no
"client/old_console/src/main/java/org/apache/syncope/client/console/pages/PlainSchemaModalPage.java/showHide(PlainSchemaTO, AjaxDropDownChoicePanel, WebMarkupContainer, AjaxTextFieldPanel, WebMarkupContainer, AjaxTextFieldPanel, MultiFieldPanel, MultiFieldPanel, WebMarkupContainer, AjaxTextFieldPanel, AjaxDropDownChoicePanel, WebMarkupContainer, AjaxTextFieldPanel)",27,82,13,19,5,4,1,1,1,82,0,82,82.0000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",10,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",11,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/logic/src/main/java/org/apache/syncope/core/logic/report/GroupReportlet.java/doExtract(ContentHandler, List)",25,41,2,11,3,1,7,2,1,49,8,49,28.5000,0,no
"core/logic/src/main/java/org/apache/syncope/core/logic/report/GroupReportlet.java/doExtract(ContentHandler, List)",27,41,2,11,3,1,7,4,1,49,8,49,14.2500,0,no
"core/logic/src/main/java/org/apache/syncope/core/logic/report/GroupReportlet.java/doExtract(ContentHandler, List)",28,41,2,11,3,1,7,4,1,49,8,49,14.2500,0,no
"core/logic/src/main/java/org/apache/syncope/core/logic/report/GroupReportlet.java/doExtract(ContentHandler, List)",29,41,2,11,3,1,7,4,1,49,8,49,14.2500,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",16,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",17,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",18,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",12,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",13,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",14,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
"core/src/main/java/org/apache/syncope/core/persistence/dao/impl/AttributableSearchDAOImpl.java/doSearch(Set, NodeCond, int, int, AttributableUtil)",15,34,5,10,3,1,10,5,1,99,0,31,19.8000,0,no
client/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationLookup.java/load(),29,35,0,9,6,1,6,2,1,35,0,24,17.5000,0,no
client/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationLookup.java/load(),27,24,0,5,5,1,4,1,1,24,0,24,24.0000,0,no
client/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationLookup.java/load(),28,24,0,5,5,1,4,1,1,24,0,24,24.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/VirAttrHandler.java/fillVirtual(Attributable, Set, Set, AttributableUtil)",24,48,4,16,6,3,11,2,1,48,0,48,24.0000,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/security/DefaultPasswordGenerator.java/merge(List),27,49,1,23,2,1,2,3,2,98,0,49,32.6667,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/security/DefaultPasswordGenerator.java/merge(List),28,49,1,23,2,1,2,3,2,98,0,49,32.6667,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/security/DefaultPasswordGenerator.java/merge(List),29,49,1,23,2,1,2,3,2,98,0,49,32.6667,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/SyncUtilities.java/findByAccountIdItem(String, ExternalResource, AttributableUtil)",24,48,3,17,4,1,11,2,2,48,0,48,24.0000,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),1,90,0,2,2,1,15,2,2,90,0,88,45.0000,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),2,109,0,4,2,1,18,3,2,109,0,88,36.3333,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),3,109,0,4,2,1,18,3,2,109,0,88,36.3333,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),4,109,0,4,2,1,18,3,2,109,0,88,36.3333,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),5,109,0,4,2,1,18,5,2,109,0,88,21.8000,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),6,109,0,4,2,1,18,6,3,109,0,88,18.1667,0,yes
"client/console/src/main/java/org/apache/syncope/client/console/panels/SyncTasksPanel.java/getActions(String, IModel)",24,75,2,3,2,1,11,1,1,75,0,75,75.0000,0,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),7,109,0,4,2,1,18,7,3,109,0,88,15.5714,0,yes
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),8,98,0,3,2,1,17,9,4,109,11,88,13.3333,1,no
console/src/main/java/org/apache/syncope/console/pages/Reports.java/setupReport(),9,98,0,3,2,1,17,10,4,207,11,98,21.8000,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",23,80,2,22,4,2,24,24,3,193,34,80,9.4583,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",26,80,2,22,4,2,24,25,3,193,34,80,9.0800,1,yes
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",20,71,2,20,4,2,23,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",21,79,2,23,4,2,24,21,3,190,34,80,10.6667,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",22,79,2,23,4,2,24,21,3,190,34,80,10.6667,1,yes
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",12,70,2,20,4,2,22,15,3,173,34,80,13.8000,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",13,70,2,20,4,2,22,15,3,173,34,80,13.8000,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",14,70,2,20,4,2,22,16,3,173,34,80,12.9375,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",15,70,2,20,4,2,22,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",16,70,2,20,4,2,22,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",17,70,2,20,4,2,22,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",18,70,2,20,4,2,22,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",19,71,2,20,4,2,23,19,3,174,34,80,10.9474,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",10,80,2,23,4,2,26,13,3,173,14,80,14.3846,1,no
"core/src/main/java/org/apache/syncope/core/rest/data/UserDataBinder.java/update(SyncopeUser, UserMod)",11,80,2,23,4,2,26,13,3,173,14,80,14.3846,1,yes
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",20,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",21,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",22,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",23,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",26,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",15,33,8,10,3,2,7,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",16,33,8,10,3,2,7,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",17,33,8,10,3,2,7,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",18,33,8,10,3,2,7,2,1,68,0,35,34.0000,0,no
"core/src/main/java/org/apache/syncope/core/audit/AuditManager.java/audit(AuditElements.EventCategoryType, String, String, String, Result, Object, Object, Object[])",19,35,8,11,3,2,8,2,1,68,0,35,34.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),10,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),11,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),12,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),13,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),14,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),15,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),16,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),17,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java/newDerSchema(),18,12,0,3,1,1,1,2,1,24,0,12,12.0000,0,no
core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPARoleDAO.java/save(Role),24,54,1,22,3,2,20,1,1,54,0,54,54.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/view/Table.java/printTitle(),27,3,0,0,0,1,0,2,2,6,0,3,3.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/view/Table.java/printTitle(),28,3,0,0,0,1,0,2,2,6,0,3,3.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/view/Table.java/printTitle(),29,3,0,0,0,1,0,2,2,6,0,3,3.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/PushJobDelegate.java/doExecuteProvisioning(PushTask, Connector, boolean)",27,51,3,17,6,3,19,4,3,102,0,51,25.5000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/PushJobDelegate.java/doExecuteProvisioning(PushTask, Connector, boolean)",28,49,3,15,4,1,18,7,3,102,2,51,14.8571,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/sync/PushJobDelegate.java/doExecuteProvisioning(PushTask, Connector, boolean)",29,49,3,15,4,1,18,7,3,102,2,51,14.8571,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/AbstractPropagationTaskExecutor.java/createOrUpdate(PropagationTask, ConnectorObject, Connector, Boolean[])",27,39,4,10,4,1,12,2,2,78,0,39,39.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/AbstractPropagationTaskExecutor.java/createOrUpdate(PropagationTask, ConnectorObject, Connector, Boolean[])",28,39,4,10,4,1,12,2,2,78,0,39,39.0000,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/AbstractPropagationTaskExecutor.java/createOrUpdate(PropagationTask, ConnectorObject, Connector, Boolean[])",29,39,4,10,4,1,12,2,2,78,0,39,39.0000,0,no
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/ActivitiUserWorkflowAdapter.java/doRequestPasswordReset(User),24,5,1,0,0,1,1,1,1,5,0,5,5.0000,0,no
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/ActivitiUserWorkflowAdapter.java/doRequestPasswordReset(User),25,5,1,0,0,1,1,1,1,5,0,5,5.0000,0,no
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/ActivitiUserWorkflowAdapter.java/doRequestPasswordReset(User),27,5,1,0,0,1,1,2,1,5,0,5,2.5000,0,no
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/ActivitiUserWorkflowAdapter.java/doRequestPasswordReset(User),28,5,1,0,0,1,1,2,1,5,0,5,2.5000,0,no
core/workflow-activiti/src/main/java/org/apache/syncope/core/workflow/activiti/ActivitiUserWorkflowAdapter.java/doRequestPasswordReset(User),29,5,1,0,0,1,1,2,1,5,0,5,2.5000,0,no
core/logic/src/main/java/org/apache/syncope/core/logic/TaskLogic.java/bulk(BulkAction),24,30,1,10,4,1,4,1,1,30,0,30,30.0000,0,no
core/src/main/java/org/apache/syncope/core/connid/PasswordGenerator.java/check(PasswordPolicySpec),8,20,1,10,1,1,0,1,1,20,0,20,20.0000,0,no
core/src/main/java/org/apache/syncope/core/connid/PasswordGenerator.java/check(PasswordPolicySpec),9,20,1,10,1,1,0,2,1,40,0,20,20.0000,1,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PropagationManagerImpl.java/getUpdateTasks(Any, String, boolean, Boolean, PropagationByResource, Collection, Collection)",27,3,7,1,1,1,0,4,2,13,20,13,8.2500,0,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PropagationManagerImpl.java/getUpdateTasks(Any, String, boolean, Boolean, PropagationByResource, Collection, Collection)",28,3,7,1,1,1,0,4,2,13,20,13,8.2500,1,no
"core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PropagationManagerImpl.java/getUpdateTasks(Any, String, boolean, Boolean, PropagationByResource, Collection, Collection)",29,3,7,1,1,1,0,4,2,13,20,13,8.2500,1,no
"core/src/main/java/org/apache/syncope/core/propagation/PropagationManager.java/getCreateTaskIds(AbstractAttributable, String, List, Boolean, PropagationByResource, Set)",5,5,6,2,1,1,0,2,1,5,0,5,2.5000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",17,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",18,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",10,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",11,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",12,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",13,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",14,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",15,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
"core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java/createReport(List, TraceLevel, boolean)",16,113,3,40,4,2,14,2,2,226,0,113,113.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupReadAttributesBySchemaType.java/read(),27,16,0,5,4,1,0,1,1,16,0,16,16.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupReadAttributesBySchemaType.java/read(),28,16,0,5,4,1,0,1,1,16,0,16,16.0000,0,no
client/cli/src/main/java/org/apache/syncope/client/cli/commands/group/GroupReadAttributesBySchemaType.java/read(),29,16,0,5,4,1,0,1,1,16,0,16,16.0000,0,no
"core/src/main/java/org/apache/syncope/core/propagation/PropagationManager.java/prepareAttribute(SchemaMapping, SyncopeUser, String)",1,37,3,12,4,1,11,1,1,37,0,37,37.0000,0,no
"core/src/main/java/org/apache/syncope/core/propagation/PropagationManager.java/prepareAttribute(SchemaMapping, SyncopeUser, String)",2,37,3,12,4,1,11,1,1,37,0,37,37.0000,0,no
"core/src/main/java/org/apache/syncope/core/propagation/PropagationManager.java/prepareAttribute(SchemaMapping, SyncopeUser, String)",3,37,3,12,4,1,11,1,1,37,0,37,37.0000,0,no
"core/src/main/java/org/apache/syncope/core/propagation/PropagationManager.java/prepareAttribute(SchemaMapping, SyncopeUser, String)",4,37,3,12,4,1,11,1,1,37,0,37,37.0000,0,no
core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHandler.java/doHandle(SyncDelta),5,45,1,16,4,1,3,3,2,89,0,44,29.6667,0,no
"core/src/main/java/org/apache/syncope/core/rest/data/ConnInstanceDataBinder.java/updateConnInstance(long, ConnInstanceTO)",9,25,2,10,1,1,3,5,2,50,0,25,10.0000,0,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",10,30,3,10,1,1,8,2,1,60,0,30,30.0000,0,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",11,30,3,10,1,1,8,2,1,60,0,30,30.0000,0,yes
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",12,33,3,11,1,1,9,4,1,66,0,30,16.5000,0,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",13,33,3,11,1,1,9,4,1,66,0,30,16.5000,1,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",14,33,3,11,1,1,9,4,1,66,0,30,16.5000,1,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",15,32,3,11,1,1,9,6,2,66,2,30,11.3333,1,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",16,32,3,11,1,1,9,6,2,66,2,30,11.3333,1,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",17,32,3,11,1,1,9,6,2,66,2,30,11.3333,1,no
"core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java/getConnectorObject(String, AttributableType, Long)",18,32,3,11,1,1,9,6,2,66,2,30,11.3333,1,no
client/old_console/src/main/java/org/apache/syncope/client/console/pages/TaskModalPage.java/getCurrentTaskExecution(AbstractTaskTO),25,4,1,4,4,1,1,1,1,4,0,4,4.0000,0,no
client/old_console/src/main/java/org/apache/syncope/client/console/pages/TaskModalPage.java/getCurrentTaskExecution(AbstractTaskTO),27,4,1,4,4,1,1,1,1,4,0,4,4.0000,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/utils/ConnObjectUtils.java/getConnObjectTO(ConnectorObject),27,15,1,6,6,2,4,2,2,30,0,15,15.0000,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/utils/ConnObjectUtils.java/getConnObjectTO(ConnectorObject),28,15,1,6,6,2,4,2,2,30,0,15,15.0000,0,no
core/misc/src/main/java/org/apache/syncope/core/misc/utils/ConnObjectUtils.java/getConnObjectTO(ConnectorObject),29,15,1,6,6,2,4,2,2,30,0,15,15.0000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),10,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),11,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),12,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),13,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),14,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),15,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),16,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),17,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),18,9,1,2,1,1,0,4,2,18,0,9,4.5000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),19,12,1,2,2,1,1,5,2,21,0,9,4.2000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),20,12,1,2,2,1,1,5,2,21,0,9,4.2000,0,no
core/src/main/java/org/apache/syncope/core/security/EncodePasswordCLI.java/main(String[]),21,12,1,2,2,1,1,5,2,21,0,9,4.2000,0,no
