@relation training

@attribute LOC numeric
@attribute NumParameters numeric
@attribute NumBranches numeric
@attribute NestingDepth numeric
@attribute NumCodeSmells numeric
@attribute NumLocalVariables numeric
@attribute NumRevisions numeric
@attribute NumAuthors numeric
@attribute TotalStmtAdded numeric
@attribute TotalStmtDeleted numeric
@attribute MaxChurn numeric
@attribute AvgChurn numeric
@attribute HasFixHistory numeric
@attribute IsBuggy {no,yes}

@data
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
9,2,0,0,0,3,1,1,9,0,9,9,0,no
9,2,0,0,0,3,1,1,9,0,9,9,0,no
9,2,0,0,0,3,1,1,9,0,9,9,0,no
9,2,0,0,0,3,6,1,9,0,9,1.5,0,no
9,2,0,0,0,3,1,1,9,0,9,9,0,no
1,1,0,0,0,0,1,1,1,0,1,1,0,no
1,1,0,0,0,0,1,1,1,0,1,1,0,no
1,1,0,0,0,0,1,1,1,0,1,1,0,no
1,1,0,0,0,0,1,1,1,0,1,1,0,no
1,1,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
84,3,35,4,3,14,2,1,84,0,68,42,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,0,0,0,0,1,1,1,0,1,1,0,no
1,0,1,1,0,0,1,1,1,0,1,1,0,no
1,0,1,1,0,0,1,1,1,0,1,1,0,no
1,0,1,1,0,0,1,1,1,0,1,1,0,no
1,0,1,1,0,0,1,1,1,0,1,1,0,no
1,0,1,1,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,1,1,1,0,1,1,0,no
1,2,0,0,0,0,2,2,1,1,1,1,0,no
1,2,0,0,0,0,2,2,1,1,1,1,0,no
1,2,0,0,0,0,2,2,1,1,1,1,0,no
1,2,0,0,0,0,2,2,1,1,1,1,0,no
0,0,0,0,0,0,1,1,0,0,0,0,0,no
0,0,0,0,0,0,1,1,0,0,0,0,0,no
0,0,0,0,0,0,1,1,0,0,0,0,0,no
