ID,Size,PredictedProbability,ActualValue
0,26,8.324315325064514E-5,YES
1,3,0.8338107289851882,NO
2,2,0.2500011563420737,NO
3,0,6.454023793404117E-7,NO
4,0,2.0813387170628147E-5,NO
5,1,0.4222772341296688,NO
6,8,0.9999167568467492,NO
7,1,0.4222772341296688,NO
8,0,4.1421365886108637E-7,NO
9,7,2.0813387170628147E-5,NO
10,0,1.3875783981794971E-5,NO
11,1,0.4222772341296688,NO
12,1,0.4222772341296688,YES
13,3,8.324315325064514E-5,NO
14,0,6.454023793404117E-7,NO
15,14,8.324315325064514E-5,NO
16,1,0.2569316829469219,NO
17,1,2.0813387170628147E-5,NO
18,10,8.324315325064514E-5,NO
19,13,8.324315325064514E-5,NO
20,4,8.324315325064514E-5,NO
21,2,2.0813387170628147E-5,NO
22,1,0.4222772341296688,NO
23,0,6.454023793404117E-7,NO
24,4,8.324315325064514E-5,NO
25,1,0.4222772341296688,NO
26,0,0.041096937175312646,NO
27,1,2.0813387170628147E-5,NO
28,1,0.4222772341296688,NO
29,10,8.324315325064514E-5,NO
30,10,2.7750797835437768E-5,NO
31,35,8.324315325064514E-5,NO
32,16,8.324315325064514E-5,NO
33,1,0.2569316829469219,NO
34,2,4.381909723895869E-6,NO
35,0,8.324315325064514E-5,NO
36,14,2.7750797835437768E-5,YES
37,5,8.324315325064514E-5,NO
38,30,8.324315325064514E-5,NO
39,7,6.937988260923863E-6,NO
40,1,0.4222772341296688,NO
41,16,8.324315325064514E-5,NO
42,1,0.2569316829469219,NO
43,2,2.378760523041864E-6,NO
44,1,2.0813387170628147E-5,NO
45,1,0.2569316829469219,NO
46,4,5.550406012199793E-6,NO
47,0,0.007408014988710978,NO
48,47,8.324315325064514E-5,NO
49,1,0.4247492057869997,NO
50,1,0.2569316829469219,NO
51,1,0.4222772341296688,NO
52,1,0.2569316829469219,NO
53,1,0.4222772341296688,NO
54,0,2.0814166954595977E-6,NO
55,0,4.1421365886108637E-7,NO
56,0,0.007408014988710978,NO
57,5,9.250608227490958E-6,NO
58,2,2.0813387170628147E-5,NO
59,2,2.7750797835437768E-5,NO
60,0,2.03065064077181E-6,NO
61,0,6.454023793404117E-7,NO
62,1,0.2569316829469219,NO
63,25,8.324315325064514E-5,NO
64,1,0.4222772341296688,NO
65,4,9.250608227490958E-6,NO
66,4,8.324315325064514E-5,NO
67,13,8.324315325064514E-5,NO
68,0,8.324315325064514E-5,NO
69,1,0.4222772341296688,NO
70,58,8.324315325064514E-5,NO
71,9,8.324315325064514E-5,NO
72,6,2.7750797835437768E-5,NO
73,14,8.324315325064514E-5,NO
74,4,9.250608227490958E-6,NO
75,0,2.7750797835437768E-5,NO
76,2,2.378760523041864E-6,NO
77,1,9.250608227490958E-6,NO
78,1,0.14286563826877102,NO
79,1,0.2569316829469219,NO
80,1,0.4222772341296688,NO
81,1,0.4222772341296688,NO
82,1,0.013334413821965815,NO
83,6,0.12500780518264126,NO
84,1,0.2569316829469219,NO
85,12,8.324315325064514E-5,NO
86,4,8.324315325064514E-5,NO
87,21,8.324315325064514E-5,NO
88,1,0.4222772341296688,NO
89,0,8.324315325064514E-5,NO
90,2,2.0813387170628147E-5,NO
91,0,4.1421365886108637E-7,NO
92,1,0.4247492057869997,NO
93,1,0.4247492057869997,NO
94,3,2.7750797835437768E-5,NO
95,8,8.324315325064514E-5,NO
96,3,0.8680848455689762,NO
97,1,0.4222772341296688,NO
98,1,0.14286563826877102,NO
99,0,0.007408014988710978,NO
100,1,0.4222772341296688,NO
101,1,8.324315325064514E-5,NO
102,4,2.5229271000214452E-6,NO
