ID,Size,PredictedProbability,ActualValue
0,26,9.484966328369534E-5,YES
1,2,0.02439134438731831,NO
2,0,9.662750573170128E-4,NO
3,3,0.216981385370883,NO
4,1,0.035912532828528805,NO
5,0,0.011494785555705794,NO
6,8,4.7429330297856194E-5,NO
7,1,0.035912532828528805,NO
8,0,9.662750573170128E-4,NO
9,7,0.05882845328377948,NO
10,0,9.662750573170128E-4,NO
11,1,0.035912532828528805,NO
12,1,0.0568191373529824,NO
13,3,4.7429330297856194E-5,NO
14,0,9.662750573170128E-4,NO
15,14,4.7429330297856194E-5,NO
16,1,0.035912532828528805,NO
17,1,0.035912532828528805,NO
18,10,1.897281196046066E-5,NO
19,13,0.14286682296819309,NO
20,4,3.16205533596838E-5,NO
21,2,0.0490569266408603,NO
22,1,0.035912532828528805,NO
23,0,9.662750573170128E-4,NO
24,5,4.7429330297856194E-5,NO
25,0,0.011494785555705794,NO
26,1,0.035912532828528805,NO
27,1,0.035912532828528805,NO
28,7,1.1569200012957506E-6,NO
29,10,5.929158415254538E-6,NO
30,16,4.7429330297856194E-5,NO
31,35,4.7429330297856194E-5,NO
32,1,0.035912532828528805,NO
33,2,0.02439134438731831,NO
34,1,0.035912532828528805,NO
35,0,2.3138346487483313E-6,NO
36,11,0.2500118578949865,NO
37,3,0.04605319822198256,NO
38,1,0.035912532828528805,NO
39,15,4.7429330297856194E-5,NO
40,5,1.1858176212498517E-5,NO
41,30,4.7429330297856194E-5,NO
42,7,1.1569200012957506E-6,NO
43,1,0.035912532828528805,NO
44,4,4.7429330297856194E-5,NO
45,1,0.035912532828528805,NO
46,1,0.035912532828528805,NO
47,2,1.0540828846453855E-6,NO
48,4,0.0506916370952335,NO
49,1,0.035912532828528805,NO
50,0,9.662750573170128E-4,NO
51,47,4.7429330297856194E-5,NO
52,1,0.035912532828528805,NO
53,1,0.035912532828528805,NO
54,1,0.035912532828528805,NO
55,1,0.035912532828528805,NO
56,0,9.662750573170128E-4,NO
57,0,9.780151964001217E-7,NO
58,0,9.662750573170128E-4,NO
59,5,2.3138346487483313E-6,NO
60,2,1.0540828846453855E-6,NO
61,2,0.0490569266408603,NO
62,0,9.662750573170128E-4,NO
63,0,9.662750573170128E-4,NO
64,1,0.035912532828528805,NO
65,2,0.0490569266408603,NO
66,25,4.7429330297856194E-5,NO
67,1,0.035912532828528805,NO
68,4,0.0506916370952335,NO
69,4,0.04054171858734726,NO
70,0,3.16205533596838E-5,NO
71,13,1.897281196046066E-5,NO
72,1,0.035912532828528805,NO
73,58,4.7429330297856194E-5,NO
74,9,0.0322609273103959,NO
75,6,2.3715789972963996E-5,NO
76,14,9.484966328369534E-5,NO
77,4,0.0506916370952335,NO
78,0,0.011494785555705794,NO
79,1,0.0568191373529824,NO
80,2,1.0540828846453855E-6,NO
81,1,0.019609630333728305,NO
82,1,0.035912532828528805,NO
83,1,0.035912532828528805,NO
84,1,0.035912532828528805,NO
85,6,0.0526360463548714,NO
86,6,0.0526360463548714,NO
87,1,0.035912532828528805,NO
88,1,0.035912532828528805,NO
89,12,4.7429330297856194E-5,NO
90,19,1.5810776625347835E-5,NO
91,4,1.7568023386552732E-6,NO
92,0,9.882028345610107E-7,NO
93,1,0.035912532828528805,NO
94,0,9.662750573170128E-4,NO
95,1,0.035912532828528805,NO
96,1,0.035912532828528805,NO
97,3,0.03896217500206368,NO
98,9,0.9999051503367162,NO
99,3,0.216981385370883,NO
100,1,0.035912532828528805,NO
101,1,0.019609630333728305,NO
102,1,1.5810776625347835E-5,NO
103,0,9.662750573170128E-4,NO
104,1,0.035912532828528805,NO
105,4,7.354071324196145E-7,NO
106,2,0.0490569266408603,NO
107,3,0.216981385370883,NO
108,42,4.7429330297856194E-5,NO
109,9,0.27273119281088026,NO
110,1,0.035912532828528805,NO
111,1,0.035912532828528805,NO
112,1,0.035912532828528805,NO
113,1,0.035912532828528805,NO
114,4,0.0952417522350167,NO
115,1,0.035912532828528805,NO
116,0,9.662750573170128E-4,NO
117,4,7.354071324196145E-7,NO
118,6,0.05714525786245348,NO
119,0,9.662750573170128E-4,NO
120,1,0.035912532828528805,NO
121,1,0.035912532828528805,NO
122,1,2.3715789972963996E-5,NO
123,0,9.662750573170128E-4,NO
124,4,0.0506916370952335,NO
125,1,0.035912532828528805,NO
126,0,9.662750573170128E-4,NO
127,0,9.662750573170128E-4,NO
128,4,7.354071324196145E-7,NO
129,3,3.16205533596838E-5,NO
130,1,0.035912532828528805,NO
131,1,0.035912532828528805,NO
132,0,9.780151964001217E-7,NO
133,8,2.790209712161966E-6,NO
134,3,0.216981385370883,NO
135,1,0.035912532828528805,NO
136,0,9.662750573170128E-4,NO
137,0,9.662750573170128E-4,NO
138,1,0.035912532828528805,NO
139,7,0.16666930185860088,NO
140,0,9.662750573170128E-4,NO
141,2,1.0540828846453855E-6,NO
142,0,9.662750573170128E-4,NO
143,7,1.5811226603337433E-6,NO
144,3,0.13636677245756865,NO
145,1,0.035912532828528805,NO
146,11,4.7429330297856194E-5,NO
147,6,0.05714525786245348,NO
148,1,0.035912532828528805,NO
149,10,0.15385120589630388,NO
150,6,2.964596785191246E-6,NO
151,0,9.662750573170128E-4,NO
152,3,0.03896217500206368,NO
153,1,0.035912532828528805,NO
154,0,9.882028345610107E-7,NO
155,3,0.216981385370883,NO
156,1,0.035912532828528805,NO
157,13,4.7429330297856194E-5,NO
158,15,3.16205533596838E-5,NO
159,1,0.035912532828528805,NO
160,1,0.035912532828528805,NO
161,1,0.035912532828528805,NO
162,10,3.16205533596838E-5,NO
163,9,0.1764741990747716,NO
164,1,0.0568191373529824,NO
165,0,9.662750573170128E-4,NO
166,4,3.16205533596838E-5,NO
167,29,9.484966328369534E-5,NO
168,0,9.662750573170128E-4,NO
169,13,4.7429330297856194E-5,NO
170,0,9.662750573170128E-4,NO
171,1,0.035912532828528805,NO
172,8,4.7429330297856194E-5,NO
173,2,0.1111193093779975,NO
174,1,0.035912532828528805,NO
175,18,9.484966328369534E-5,NO
176,2,0.02439134438731831,NO
177,3,0.04605319822198256,NO
178,4,7.354071324196145E-7,NO
179,5,1.1569200012957506E-6,NO
180,2,0.1111152102877622,NO
181,6,3.271277204759054E-6,NO
182,1,0.035912532828528805,NO
183,4,0.0506916370952335,NO
184,9,0.27273119281088026,NO
185,0,9.662750573170128E-4,NO
186,1,0.035912532828528805,NO
187,0,9.662750573170128E-4,NO
188,1,0.035912532828528805,NO
189,1,0.019609630333728305,NO
190,1,0.035912532828528805,NO
191,0,9.662750573170128E-4,NO
192,7,0.0952417522350167,NO
193,0,0.011494785555705794,NO
194,3,0.04605319822198256,NO
195,1,0.035912532828528805,NO
196,0,4.124646827115428E-6,NO
197,7,0.16666930185860088,NO
198,3,0.04605319822198256,NO
199,0,9.662750573170128E-4,NO
200,8,3.16205533596838E-5,NO
201,0,9.662750573170128E-4,NO
202,2,1.0540828846453855E-6,NO
203,2,3.16205533596838E-5,NO
204,20,4.7429330297856194E-5,NO
205,14,4.7429330297856194E-5,NO
206,15,1.1858176212498517E-5,NO
207,6,0.05970273940210889,NO
208,17,4.7429330297856194E-5,NO
209,13,9.484966328369534E-5,NO
210,1,0.035912532828528805,NO
211,4,1.7568023386552732E-6,NO
212,1,0.035912532828528805,NO
213,0,9.662750573170128E-4,NO
214,1,0.035912532828528805,NO
215,1,0.035912532828528805,NO
216,0,9.780151964001217E-7,NO
217,1,0.035912532828528805,NO
218,4,0.04054171858734726,NO
219,0,9.662750573170128E-4,NO
220,9,0.018869646932474157,NO
221,21,4.7429330297856194E-5,NO
222,11,3.16205533596838E-5,NO
223,24,0.5,YES
