ID,Size,PredictedProbability,ActualValue
0,0,0.0013972214886331018,NO
1,1,0.0012261879964245341,NO
2,1,0.0010107952421141966,NO
3,8,0.0944911638764577,YES
4,1,0.0012261879964245341,NO
5,1,0.0010107952421141966,NO
6,6,0.9602496790213136,NO
7,7,0.9199350206349457,NO
8,3,0.0014291481248867235,NO
9,6,0.9530327542617315,NO
10,4,0.02641742514856282,NO
11,20,0.9997506548108517,NO
12,1,0.0010107952421141966,NO
13,4,0.9994410940409947,NO
14,1,0.0010107952421141966,NO
15,3,0.006700858821319247,NO
16,1,0.0010107952421141966,NO
17,10,0.11158367646725029,NO
18,2,0.002036013061915612,NO
19,1,0.0010107952421141966,NO
20,1,0.0010107952421141966,YES
21,16,0.9998425401814207,NO
22,1,0.0010107952421141966,NO
23,1,0.001411992957914038,NO
24,4,0.009644172526038433,NO
25,1,0.0012261879964245341,NO
26,1,0.0012261879964245341,NO
27,0,0.0010002166717822468,NO
28,2,0.0020339365769209525,NO
29,5,0.00998222224720603,NO
30,0,0.0013972214886331018,NO
31,1,0.0012261879964245341,NO
32,1,0.0010107952421141966,NO
33,4,0.0041158247227628675,NO
34,0,0.0014916397731443898,NO
35,7,0.005951769606214786,NO
36,0,1.0,NO
37,10,0.03697313559507006,NO
38,1,0.001411992957914038,NO
39,32,0.9999999994952461,YES
40,5,0.0040649050824705605,YES
41,6,0.00889358984668237,NO
42,0,0.0013972214886331018,NO
43,4,0.007342649942277903,NO
44,1,0.0015483781222236476,NO
45,2,0.0015457155289736533,NO
46,1,0.0010107952421141966,NO
47,1,0.0015483781222236476,NO
48,1,0.0010107952421141966,NO
49,1,0.0012261879964245341,NO
50,5,0.00618060598072483,YES
51,21,0.9999999999808951,NO
52,3,0.0012037443046999238,YES
53,1,0.0010107952421141966,NO
54,1,0.0010107952421141966,YES
55,7,0.021333270740059848,NO
56,6,0.9999999759672948,NO
57,1,0.0010107952421141966,NO
58,1,0.0010107952421141966,NO
59,11,0.9965347961281293,YES
60,9,0.024545266286039993,NO
61,1,0.0012261879964245341,NO
62,6,0.014008543766199703,NO
63,1,0.001411992957914038,NO
64,1,0.0010107952421141966,NO
65,0,0.0015829549655430985,NO
66,0,0.0015829549655430985,NO
67,1,0.0010107952421141966,NO
68,1,0.001411992957914038,NO
69,0,0.0010002166717822468,NO
70,3,0.001460192934157073,YES
71,3,0.0027102699514789845,NO
72,2,0.0024693319006657707,NO
73,1,0.0010107952421141966,NO
74,5,0.004985497241990838,NO
75,6,0.0062450173870461775,NO
76,1,0.0015483781222236476,NO
77,0,0.0015321820579113409,NO
78,3,0.0014291481248867235,NO
79,1,0.0012261879964245341,NO
80,1,0.0010107952421141966,YES
81,10,0.9973510236007305,NO
82,11,0.9998674824790369,NO
83,1,0.001411992957914038,NO
84,1,0.7027295811419305,NO
85,29,0.9999999999999866,YES
86,1,0.0010107952421141966,NO
87,2,0.7872845448620129,NO
88,1,0.0010107952421141966,NO
89,4,0.02641742514856282,NO
90,5,0.004823480337428661,NO
91,4,0.00739236330074768,NO
92,2,0.0024693319006657707,NO
93,1,0.0010107952421141966,NO
94,0,0.0010002166717822468,NO
95,0,0.00121335795139754,NO
96,1,0.005658550032268772,NO
97,1,0.001411992957914038,NO
98,0,0.0015321820579113409,NO
99,2,0.9999610192621792,NO
100,15,0.8260469818374289,NO
101,50,1.0,YES
102,1,0.0010107952421141966,NO
103,1,0.0010107952421141966,NO
104,3,0.001460192934157073,YES
105,1,0.0010107952421141966,NO
106,4,0.003870302063941234,NO
107,21,1.0,NO
108,25,1.0,NO
109,1,0.0010107952421141966,NO
110,4,0.003754142503275605,NO
111,10,0.4304110826725498,NO
112,1,0.6066664215588038,NO
113,3,0.001460192934157073,YES
114,1,0.0010107952421141966,NO
115,1,0.0010107952421141966,YES
116,2,0.0013019507842901889,NO
117,2,0.003248332144288602,NO
