ID,Size,PredictedProbability,ActualValue
0,26,0.9998572758040631,YES
1,2,0.004059539125194163,NO
2,0,0.0024150005190947893,NO
3,3,0.0022868165684515112,NO
4,1,0.0021383372428667403,NO
5,0,0.0018812281530177373,NO
6,8,0.06602995098181405,NO
7,1,0.0021383372428667403,NO
8,0,0.0021784947301382433,NO
9,7,0.033993581406668014,NO
10,0,0.007889574380654248,NO
11,1,0.0021383372428667403,NO
12,1,0.009304029225771561,NO
13,3,0.003913150123397676,NO
14,0,0.0024150005190947893,NO
15,14,0.19591092360662635,NO
16,1,0.0021618832035333333,NO
17,1,0.0018426676467431422,NO
18,10,0.02269742337708972,NO
19,13,0.1367329931407616,NO
20,4,0.06406813337557395,NO
21,2,0.0018705354026366144,NO
22,1,0.0021383372428667403,NO
23,0,0.0024150005190947893,NO
24,5,0.05634445464910778,NO
25,0,0.002183071534099561,NO
26,1,0.0018426676467431422,NO
27,1,0.0021383372428667403,NO
28,7,0.018351001366646424,NO
29,10,0.05615633484990632,NO
30,16,0.9198827823719817,NO
31,35,0.9999999998815045,NO
32,1,0.0021618832035333333,NO
33,2,0.004015408182923919,NO
34,1,0.0021383372428667403,NO
35,0,0.0029247043587490194,NO
36,11,0.030450915257506966,NO
37,3,0.00427632690440615,NO
38,1,0.0021383372428667403,NO
39,15,0.3709833303831167,NO
40,5,0.0033224388798512,NO
41,30,0.9999999871850365,NO
42,7,0.007503846802766131,NO
43,1,0.0021383372428667403,NO
44,4,0.3660221969328505,NO
45,1,0.0018426676467431422,NO
46,1,0.0021618832035333333,NO
47,2,0.002639459638292278,NO
48,4,0.007963690382903933,NO
49,1,0.0021618832035333333,NO
50,0,0.002202481902595384,NO
51,47,1.0,NO
52,1,0.002370493737233366,NO
53,1,0.0021618832035333333,NO
54,1,0.0021618832035333333,NO
55,1,0.0021383372428667403,NO
56,0,0.0021784947301382433,NO
57,0,0.0025576462197144504,NO
58,0,0.002202481902595384,NO
59,5,0.0069824124364098695,NO
60,2,0.004439942689178656,NO
61,2,0.0018911380945529023,NO
62,0,0.005189907296937339,NO
63,0,0.0024150005190947893,NO
64,1,0.0021618832035333333,NO
65,2,0.0024063248759452717,NO
66,25,0.9999833553524644,NO
67,1,0.0021383372428667403,NO
68,4,0.006177820553652526,NO
69,4,0.008478062342495601,NO
70,0,0.9998939062929427,NO
71,13,0.08560171339266938,NO
72,1,0.0021383372428667403,NO
73,58,0.9999999999999094,NO
74,9,0.012346390986823252,NO
75,6,0.008491153503431244,NO
76,14,0.9999981479460086,NO
77,4,0.004741064106544674,NO
78,0,0.0019019483939834258,NO
79,1,0.012238714591697175,NO
80,2,0.002639459638292278,NO
81,1,0.019311905167567155,NO
82,1,0.0021618832035333333,NO
83,1,0.0028192454491164014,NO
84,1,0.0021383372428667403,NO
85,6,0.01031085876670539,NO
86,6,0.01031085876670539,NO
87,1,0.0021618832035333333,NO
88,1,0.0021383372428667403,NO
89,12,0.29992451837236855,NO
90,19,0.9998860144877025,NO
91,4,0.00289983598157525,NO
92,0,0.002785969994802372,NO
93,1,0.0021383372428667403,NO
94,0,0.0021784947301382433,NO
95,1,0.002370493737233366,NO
96,1,0.002370493737233366,NO
97,3,0.004676949408505214,NO
98,9,0.9999817885311311,NO
99,3,0.0023119936975020084,NO
100,1,0.0021383372428667403,NO
101,1,0.019311905167567155,NO
102,1,0.21107311555731667,NO
103,0,0.002202481902595384,NO
104,1,0.0021383372428667403,NO
105,4,0.002535890951854163,NO
106,2,0.0021945680314066633,NO
107,3,0.0025350523170155946,NO
108,42,0.9999999999999994,NO
109,9,0.021530338964964507,NO
110,1,0.002370493737233366,NO
111,1,0.0021618832035333333,NO
112,1,0.0021618832035333333,NO
113,1,0.0021383372428667403,NO
114,4,0.005699242956031211,NO
115,1,0.0021383372428667403,NO
116,0,0.0024150005190947893,NO
117,4,0.002563803264642661,NO
118,6,0.007900953889528564,NO
119,0,0.007889574380654248,NO
120,1,0.002370493737233366,NO
121,1,0.0021383372428667403,NO
122,1,0.0053189591199706366,NO
123,0,0.005189907296937339,NO
124,4,0.004042559253567766,NO
125,1,0.0021383372428667403,NO
126,0,0.005189907296937339,NO
127,0,0.0021784947301382433,NO
128,4,0.002535890951854163,NO
129,3,0.012715437613392331,NO
130,1,0.0021383372428667403,NO
131,1,0.002370493737233366,NO
132,0,0.0025576462197144504,NO
133,8,0.0071845051842329664,NO
134,3,0.0023119936975020084,NO
135,1,0.0021618832035333333,NO
136,0,0.0021784947301382433,NO
137,0,0.0021784947301382433,NO
138,1,0.002370493737233366,NO
139,7,0.011889351808774835,NO
140,0,0.0037059922278101635,NO
141,2,0.002639459638292278,NO
142,0,0.0021784947301382433,NO
143,7,0.00701578398466352,NO
144,3,0.005085238463521386,NO
145,1,0.0021383372428667403,NO
146,11,0.14910506158053657,NO
147,6,0.007900953889528564,NO
148,1,0.0028192454491164014,NO
149,10,0.029486329199904193,NO
150,6,0.0039014349420363717,NO
151,0,0.002872153431902708,NO
152,3,0.0027503576201056644,NO
153,1,0.0021618832035333333,NO
154,0,0.002785969994802372,NO
155,3,0.0023119936975020084,NO
156,1,0.0021618832035333333,NO
157,13,0.0768342929058868,NO
158,15,0.34692340062321525,NO
159,1,0.002370493737233366,NO
160,1,0.0021383372428667403,NO
161,1,0.002370493737233366,NO
162,10,0.2395589015722702,NO
163,9,0.021530338964964507,NO
164,1,0.012238714591697175,NO
165,0,0.0021784947301382433,NO
166,4,0.06406813337557395,NO
167,29,0.9999999998735559,NO
168,0,0.002202481902595384,NO
169,13,0.11130235759771115,NO
170,0,0.002872153431902708,NO
171,1,0.0021383372428667403,NO
172,8,0.040337990221325906,NO
173,2,0.017421508786527595,NO
174,1,0.0021383372428667403,NO
175,18,0.9972207703057051,NO
176,2,0.004059539125194163,NO
177,3,0.00427632690440615,NO
178,4,0.0021853716747568174,NO
179,5,0.0064963946731458905,NO
180,2,0.012467710045876554,NO
181,6,0.008913556297314868,NO
182,1,0.0021383372428667403,NO
183,4,0.004741064106544674,NO
184,9,0.027912311810890093,NO
185,0,0.0021784947301382433,NO
186,1,0.0021383372428667403,NO
187,0,0.002202481902595384,NO
188,1,0.0021618832035333333,NO
189,1,0.005377280416283894,NO
190,1,0.0020427893924715623,NO
191,0,0.0021784947301382433,NO
192,7,0.00901533192516213,NO
193,0,0.002183071534099561,NO
194,3,0.00427632690440615,NO
195,1,0.002370493737233366,NO
196,0,0.003624635692786643,NO
197,7,0.015458715096225472,NO
198,3,0.004229849287660665,NO
199,0,0.002872153431902708,NO
200,8,0.007506158851729768,NO
201,0,0.002872153431902708,NO
202,2,0.002639459638292278,NO
203,2,0.9905341936109103,NO
204,20,0.0353159478307951,NO
205,14,1.0,NO
206,15,0.7685275560356241,NO
207,6,0.008584050723478485,NO
208,17,0.7729927791653877,NO
209,13,0.03672374103410529,NO
210,1,0.0021383372428667403,NO
211,4,0.0029317424288665375,NO
212,1,0.0018426676467431422,NO
213,0,0.002202481902595384,NO
214,1,0.0021618832035333333,NO
215,1,0.0021383372428667403,NO
216,0,0.0022041265020225765,NO
