ID,Size,PredictedProbability,ActualValue
0,0,0.01255263435035948,NO
1,1,0.035266708561454564,NO
2,1,0.035266708561454564,NO
3,8,0.3441365170776935,YES
4,1,0.035266708561454564,NO
5,1,0.035266708561454564,NO
6,6,0.04666666666666667,NO
7,7,0.0,NO
8,3,0.050765778598670944,NO
9,6,0.04666666666666667,NO
10,4,0.11582516339869281,NO
11,20,0.028333333333333332,NO
12,1,0.035266708561454564,NO
13,4,0.7807857142857144,NO
14,1,0.035266708561454564,NO
15,3,0.04991133177145763,NO
16,1,0.035266708561454564,NO
17,10,0.01,NO
18,2,0.10680025690000013,NO
19,1,0.035266708561454564,NO
20,1,0.035266708561454564,YES
21,16,0.0928333333333333,NO
22,1,0.035266708561454564,NO
23,1,0.035266708561454564,NO
24,4,0.022312082196346113,NO
25,1,0.035266708561454564,NO
26,1,0.035266708561454564,NO
27,0,0.01255263435035948,NO
28,2,0.06162380724785154,NO
29,5,0.0,NO
30,0,0.01255263435035948,NO
31,1,0.035266708561454564,NO
32,1,0.035266708561454564,NO
33,4,0.022312082196346113,NO
34,0,0.01255263435035948,NO
35,7,0.21061459120514847,NO
36,0,0.7296825396825397,NO
37,10,0.15868831168831168,NO
38,1,0.035266708561454564,NO
39,32,0.47600000000000003,YES
40,5,0.0,YES
41,6,0.0,NO
42,0,0.01255263435035948,NO
43,4,0.022312082196346113,NO
44,1,0.035266708561454564,NO
45,2,0.06162380724785154,NO
46,1,0.035266708561454564,NO
47,1,0.035266708561454564,NO
48,1,0.035266708561454564,NO
49,1,0.035266708561454564,NO
50,5,0.0,YES
51,21,0.4,NO
52,3,0.03832281447501417,YES
53,1,0.035266708561454564,NO
54,1,0.035266708561454564,YES
55,7,0.0,NO
56,6,0.4133333333333333,NO
57,1,0.035266708561454564,NO
58,1,0.035266708561454564,NO
59,11,0.08515151515151514,YES
60,9,0.1142542318792319,NO
61,1,0.035266708561454564,NO
62,6,0.08659593674299557,NO
63,1,0.035266708561454564,NO
64,1,0.035266708561454564,NO
65,0,0.01255263435035948,NO
66,0,0.01255263435035948,NO
67,1,0.035266708561454564,NO
68,1,0.035266708561454564,NO
69,0,0.01255263435035948,NO
70,3,0.03832281447501417,YES
71,3,0.050765778598670944,NO
72,2,0.10680025690000013,NO
73,1,0.035266708561454564,NO
74,5,0.0,NO
75,6,0.08659593674299557,NO
76,1,0.035266708561454564,NO
77,0,0.01255263435035948,NO
78,3,0.050765778598670944,NO
79,1,0.035266708561454564,NO
80,1,0.035266708561454564,YES
81,10,0.66,NO
82,11,0.7566666666666666,NO
83,1,0.035266708561454564,NO
84,1,0.12947494011873473,NO
85,29,0.9266666666666667,YES
86,1,0.035266708561454564,NO
87,2,0.17248881673881677,NO
88,1,0.035266708561454564,NO
89,4,0.11582516339869281,NO
90,5,0.0,NO
91,4,0.054095238095238106,NO
92,2,0.10680025690000013,NO
93,1,0.035266708561454564,NO
94,0,0.01255263435035948,NO
95,0,0.01255263435035948,NO
96,1,0.035266708561454564,NO
97,1,0.035266708561454564,NO
98,0,0.01255263435035948,NO
99,2,0.0,NO
100,15,0.06,NO
101,50,0.52,YES
102,1,0.035266708561454564,NO
103,1,0.035266708561454564,NO
104,3,0.03832281447501417,YES
105,1,0.035266708561454564,NO
106,4,0.09554190986996762,NO
107,21,0.13333333333333333,NO
108,25,0.53,NO
109,1,0.035266708561454564,NO
110,4,0.022312082196346113,NO
111,10,0.45516666666666666,NO
112,1,0.12947494011873473,NO
113,3,0.03832281447501417,YES
114,1,0.035266708561454564,NO
115,1,0.035266708561454564,YES
116,2,0.10680025690000013,NO
117,2,0.10680025690000013,NO
118,1,0.035266708561454564,NO
119,2,0.10680025690000013,NO
120,3,0.050765778598670944,NO
121,1,0.035266708561454564,NO
122,34,0.77,YES
123,3,0.03832281447501417,YES
124,29,0.695,YES
125,1,0.035266708561454564,NO
126,11,0.0,NO
127,1,0.035266708561454564,NO
128,1,0.035266708561454564,NO
129,2,0.10680025690000013,NO
130,1,0.035266708561454564,NO
131,0,0.01255263435035948,NO
132,0,0.40011220961275984,NO
133,1,0.035266708561454564,NO
134,1,0.035266708561454564,NO
135,3,0.050765778598670944,NO
136,0,0.01255263435035948,NO
