ID,Size,Predicted %,Actual value
0,4,3.177039303531905E-4,NO
1,1,5.013761712547788E-6,NO
2,2,1.7528662363466788E-5,NO
3,4,2.4051152525687776E-5,NO
4,13,0.0013176455952895012,NO
5,69,1.0,NO
6,9,2.811125030828843E-4,NO
7,50,1.0,NO
8,2,5.3167582416845645E-6,NO
9,88,1.0,NO
10,2,0.5617302799574182,NO
11,1,1.0341774819136482E-5,NO
12,3,2.126673971112554E-5,NO
13,1,5.059377435237201E-6,NO
14,1,5.013761712547788E-6,NO
15,1,5.013761712547788E-6,NO
16,50,0.9999999948198759,NO
17,1,5.013761712547788E-6,NO
18,8,6.816367534906405E-4,NO
19,117,1.0,YES
20,2,1.768813793281803E-5,NO
21,8,4.653480563211951E-4,NO
22,26,0.9999962035946519,NO
23,1,5.013761712547788E-6,NO
24,15,0.024772416755505865,NO
25,11,0.0025976903716119033,NO
26,8,0.0011413297713705618,NO
27,108,1.0,NO
28,2,5.268821966756608E-6,NO
29,17,0.556933484419724,NO
30,3,7.823593604288283E-4,NO
31,1,5.013761712547788E-6,NO
32,1,5.013761712547788E-6,NO
33,1,5.013761712547788E-6,NO
34,2,0.008978069801304788,YES
35,1,5.059377435237201E-6,NO
36,1,5.268821966756608E-6,NO
37,1,6.942023731111737E-5,NO
38,1,5.013761712547788E-6,NO
39,1,5.013761712547788E-6,NO
40,3,6.450601064543859E-6,NO
41,1,5.013761712547788E-6,NO
42,18,0.9191305564390639,NO
43,3,2.7253825410709127E-5,NO
44,52,1.0,NO
45,7,1.605516154220317E-4,NO
46,10,0.9999936720004373,NO
47,1,5.013761712547788E-6,NO
48,1,5.056356337391087E-5,NO
49,4,3.744707818660942E-5,NO
50,1,5.010769908918776E-5,NO
51,36,1.0,NO
52,32,0.9999999597583906,NO
53,24,1.0,NO
54,14,2.7898771540882465E-4,NO
55,0,4.521482433691374E-6,NO
56,1,5.059377435237201E-6,NO
57,1,5.013761712547788E-6,NO
58,2,5.268821966756608E-6,NO
59,12,0.0017911254600767427,NO
60,12,9.282467302028652E-4,NO
61,4,3.3468925069903444E-4,NO
62,22,0.952475644310852,NO
63,2,0.027732996652284285,NO
64,28,0.9998787778448546,NO
65,1,5.013761712547788E-6,NO
66,10,0.05565687164196781,NO
67,1,5.013761712547788E-6,NO
68,7,1.0,NO
69,7,2.8570860769738457E-4,NO
70,1,0.9999931959937819,NO
71,21,1.0,YES
72,12,0.028882281143696047,NO
73,3,3.934562030428303E-5,NO
74,6,8.134519834297659E-4,NO
75,7,7.135571088414765E-4,NO
76,9,0.42779400987934896,NO
77,15,0.0056043746960506725,NO
78,3,0.1469168231760631,NO
79,1,5.013761712547788E-6,NO
80,2,1.7528662363466788E-5,NO
81,27,0.9999654447162754,NO
82,10,0.0021790517014942065,NO
83,17,0.02015858740853064,NO
84,15,0.9881815151903346,NO
85,1,5.013761712547788E-6,NO
86,1,5.013761712547788E-6,NO
87,1,5.013761712547788E-6,NO
88,1,5.010769908918776E-5,NO
89,11,0.24604525291470986,NO
90,1,5.059377435237201E-6,NO
91,1,5.013761712547788E-6,NO
92,28,0.9999999999220651,NO
93,0,4.480716390552282E-6,NO
94,0,4.208914156453792E-5,YES
95,0,5.14133505334052E-6,YES
96,0,4.889532250285849E-5,NO
97,0,4.889532250285849E-5,YES
98,0,4.889532250285849E-5,YES
99,0,0.04539849419261068,YES
100,14,0.007242261623905351,NO
