ID,Size,PredictedProbability,ActualValue
0,3,0.0017666210658947926,NO
1,0,0.0017666210658947926,NO
2,2,0.0017666210658947926,NO
3,1,0.0017666210658947926,NO
4,0,0.0017666210658947926,NO
5,35,0.007277424185855995,NO
6,7,0.0017666210658947926,NO
7,0,0.0017666210658947926,NO
8,0,0.0017666210658947926,NO
9,2,0.0017666210658947926,NO
10,1,0.0017666210658947926,NO
11,7,0.0017666210658947926,NO
12,0,0.0017666210658947926,NO
13,0,0.0017666210658947926,NO
14,1,0.0017666210658947926,NO
15,1,0.0017666210658947926,NO
16,1,0.0017666210658947926,NO
17,0,0.0017666210658947926,NO
18,2,0.0017666210658947926,NO
19,1,0.0017666210658947926,NO
20,1,0.0017666210658947926,NO
21,1,0.0017666210658947926,NO
22,1,0.0017666210658947926,NO
23,7,0.0017666210658947926,NO
24,1,0.0017666210658947926,NO
25,1,0.0017666210658947926,NO
26,29,0.0017666210658947926,NO
27,2,0.0017666210658947926,NO
28,0,0.0017666210658947926,NO
29,1,0.0017666210658947926,NO
30,1,0.0017666210658947926,NO
31,14,0.0017666210658947926,NO
32,1,0.0017666210658947926,NO
33,1,0.0017666210658947926,NO
34,18,0.0,NO
35,1,0.0017666210658947926,NO
36,1,0.0017666210658947926,NO
37,2,0.0017666210658947926,NO
38,1,0.0017666210658947926,NO
39,20,0.0017666210658947926,NO
40,12,0.0017666210658947926,NO
41,1,0.0017666210658947926,NO
42,1,0.0017666210658947926,NO
43,9,0.0017666210658947926,YES
44,5,0.0017666210658947926,NO
45,1,0.0017666210658947926,NO
46,1,0.0017666210658947926,NO
47,0,0.0017666210658947926,NO
48,1,0.0017666210658947926,NO
49,6,0.0017666210658947926,NO
50,6,0.0,NO
51,1,0.0017666210658947926,NO
52,0,0.0017666210658947926,NO
53,0,0.0017666210658947926,NO
54,0,0.0017666210658947926,NO
55,1,0.0017666210658947926,NO
56,49,0.0,YES
57,7,0.0017666210658947926,NO
58,24,0.007277424185855995,NO
59,0,0.0017666210658947926,NO
60,1,0.0017666210658947926,NO
61,1,0.0017666210658947926,NO
62,0,0.0017666210658947926,NO
63,1,0.0017666210658947926,NO
64,0,0.0017666210658947926,NO
65,0,0.0017666210658947926,NO
66,1,0.0017666210658947926,NO
67,0,0.0017666210658947926,NO
68,1,0.0017666210658947926,NO
69,6,0.0017666210658947926,NO
70,3,0.0017666210658947926,NO
71,1,0.0017666210658947926,NO
72,1,0.0017666210658947926,NO
73,1,0.0017666210658947926,NO
74,1,0.0017666210658947926,NO
75,18,0.007277424185855995,NO
76,0,0.0017666210658947926,NO
77,62,0.014441831935050616,NO
78,0,0.0017666210658947926,NO
79,13,0.0017666210658947926,NO
80,0,0.0017666210658947926,NO
81,1,0.0017666210658947926,NO
82,1,0.0017666210658947926,NO
83,1,0.0017666210658947926,NO
84,1,0.0017666210658947926,NO
85,21,0.0017666210658947926,YES
86,1,0.0017666210658947926,NO
87,1,0.0017666210658947926,NO
88,1,0.0017666210658947926,NO
89,1,0.0017666210658947926,NO
90,1,0.0017666210658947926,NO
91,2,0.0017666210658947926,NO
92,1,0.0017666210658947926,NO
93,1,0.0017666210658947926,NO
94,1,0.0017666210658947926,NO
95,0,0.0017666210658947926,NO
96,0,0.0017666210658947926,NO
97,1,0.0017666210658947926,NO
98,0,0.0017666210658947926,NO
99,2,0.0017666210658947926,NO
100,1,0.0017666210658947926,NO
101,17,0.0017666210658947926,NO
102,1,0.0017666210658947926,NO
103,1,0.0017666210658947926,NO
104,17,0.0017666210658947926,NO
105,0,0.0017666210658947926,NO
106,1,0.0017666210658947926,NO
107,1,0.0017666210658947926,NO
108,0,0.0017666210658947926,NO
109,1,0.0017666210658947926,NO
110,1,0.0017666210658947926,NO
111,0,0.0017666210658947926,NO
112,1,0.0017666210658947926,NO
113,2,0.0017666210658947926,NO
114,1,0.0017666210658947926,NO
115,1,0.0017666210658947926,NO
116,2,0.0017666210658947926,NO
117,11,0.0017666210658947926,NO
118,0,0.0017666210658947926,NO
119,1,0.0017666210658947926,NO
120,1,0.0017666210658947926,NO
121,1,0.0017666210658947926,NO
122,1,0.0017666210658947926,NO
123,1,0.0017666210658947926,NO
124,0,0.0017666210658947926,NO
125,5,0.0017666210658947926,NO
126,21,0.0017666210658947926,NO
127,2,0.0017666210658947926,NO
128,3,0.0017666210658947926,NO
129,0,0.0017666210658947926,NO
130,1,0.0017666210658947926,NO
131,0,0.0017666210658947926,NO
132,1,0.0017666210658947926,NO
133,0,0.0017666210658947926,NO
134,1,0.0017666210658947926,NO
135,0,0.0017666210658947926,NO
136,1,0.0017666210658947926,NO
137,2,0.0017666210658947926,NO
138,14,0.0017666210658947926,NO
139,1,0.0017666210658947926,NO
140,6,0.0017666210658947926,NO
141,1,0.0017666210658947926,NO
142,0,0.0017666210658947926,NO
143,22,0.0017666210658947926,NO
144,1,0.0017666210658947926,NO
145,5,0.0017666210658947926,NO
146,20,0.007277424185855995,NO
147,0,0.0017666210658947926,NO
148,2,0.0017666210658947926,NO
