ID,Size,PredictedProbability,ActualValue
0,1,0.0,NO
1,1,7.759485847431225E-4,NO
2,0,0.0,NO
3,1,7.759485847431225E-4,NO
4,1,7.759485847431225E-4,NO
5,1,0.0,NO
6,0,0.0,NO
7,0,0.0,NO
8,115,0.0705,NO
9,18,0.0,NO
10,1,0.0,NO
11,1,7.759485847431225E-4,NO
12,3,0.0,NO
13,15,0.0,NO
14,1,7.759485847431225E-4,NO
15,1,7.759485847431225E-4,NO
16,1,7.759485847431225E-4,NO
17,13,0.0,NO
18,1,7.759485847431225E-4,NO
19,39,0.0,NO
20,1,7.759485847431225E-4,NO
21,0,0.0,NO
22,0,0.0,NO
23,1,0.0,NO
24,1,7.759485847431225E-4,NO
25,1,7.759485847431225E-4,NO
26,1,7.759485847431225E-4,NO
27,1,7.759485847431225E-4,NO
28,5,0.0,NO
29,13,0.0,NO
30,1,7.759485847431225E-4,NO
31,1,0.005136743041032826,NO
32,5,0.05086653586930561,NO
33,32,0.0,NO
34,1,7.759485847431225E-4,NO
35,4,0.0,NO
36,1,7.759485847431225E-4,NO
37,1,7.759485847431225E-4,NO
38,1,7.759485847431225E-4,NO
39,1,7.759485847431225E-4,NO
40,28,0.0,NO
41,3,0.0,NO
42,0,0.0,NO
43,115,0.0,NO
44,8,0.0,NO
45,28,0.0,NO
46,4,0.0,NO
47,1,7.759485847431225E-4,NO
48,1,7.759485847431225E-4,NO
49,11,0.0,NO
50,3,0.0,NO
51,1,7.759485847431225E-4,NO
52,1,7.759485847431225E-4,NO
53,13,0.0,NO
54,1,7.759485847431225E-4,NO
55,4,0.0,NO
56,0,0.0,NO
57,1,7.759485847431225E-4,NO
58,1,0.0,NO
59,26,0.0,NO
60,2,0.005136743041032826,NO
61,1,7.759485847431225E-4,NO
62,1,0.016709292296466435,NO
63,0,0.0,NO
64,1,7.759485847431225E-4,NO
65,1,0.0,NO
66,8,0.005971917871725918,NO
67,1,7.759485847431225E-4,NO
68,51,0.04166666666666666,NO
69,1,7.759485847431225E-4,NO
70,7,0.0,NO
71,1,7.759485847431225E-4,NO
72,1,0.0,NO
73,2,0.0,NO
74,6,0.0,NO
75,1,7.759485847431225E-4,NO
76,7,0.0,NO
77,1,7.759485847431225E-4,NO
78,2,0.02865725020505875,NO
79,1,0.016709292296466435,NO
80,10,0.014052718471758721,NO
81,4,0.0,NO
82,1,7.759485847431225E-4,NO
83,1,7.759485847431225E-4,NO
84,1,7.759485847431225E-4,NO
85,1,0.005136743041032826,NO
86,37,0.0535,NO
87,3,0.0,NO
88,5,0.05086653586930561,NO
89,3,0.0,NO
90,0,0.0,NO
91,0,0.0,NO
92,0,0.0,NO
93,2,0.0,NO
94,2,0.02865725020505875,NO
95,1,7.759485847431225E-4,NO
96,1,7.759485847431225E-4,NO
97,2,0.0,NO
98,2,7.759485847431225E-4,NO
99,22,0.0,NO
100,6,0.0,NO
101,0,0.0,NO
102,6,0.0,NO
103,0,0.0,NO
104,1,7.759485847431225E-4,NO
105,1,7.759485847431225E-4,NO
106,0,0.0,NO
107,26,0.0,NO
108,0,0.0,NO
109,1,7.759485847431225E-4,NO
110,1,7.759485847431225E-4,NO
111,1,7.759485847431225E-4,NO
112,12,0.0,NO
113,1,0.016709292296466435,NO
114,1,7.759485847431225E-4,NO
115,1,0.0,NO
116,17,0.0,NO
117,1,0.0,NO
118,12,0.0,NO
119,5,0.03955691966952197,NO
120,1,7.759485847431225E-4,NO
121,1,7.759485847431225E-4,NO
122,24,0.0,NO
123,1,7.759485847431225E-4,NO
124,5,0.0,NO
125,0,0.0,NO
126,8,0.005971917871725918,NO
127,1,7.759485847431225E-4,NO
128,0,0.0,NO
129,1,7.759485847431225E-4,NO
130,7,0.0,NO
131,1,7.759485847431225E-4,NO
132,1,7.759485847431225E-4,NO
133,1,7.759485847431225E-4,NO
134,0,0.0,NO
135,1,7.759485847431225E-4,NO
136,13,0.0,NO
137,0,0.0,NO
138,5,0.0,NO
139,42,0.07,NO
140,14,0.0,NO
141,2,0.0,NO
142,1,7.759485847431225E-4,NO
