ID,Size,PredictedProbability,ActualValue
0,0,1.0233455002783407E-4,NO
1,1,5.456783882617806E-5,NO
2,1,6.506438497291811E-5,NO
3,1,1.5370059031715082E-4,NO
4,0,5.465886689636283E-5,NO
5,30,0.999990272905232,NO
6,4,3.536285059196096E-4,NO
7,5,1.8442684585735992E-4,NO
8,1,5.456783882617806E-5,NO
9,1,6.506438497291811E-5,NO
10,1,6.506438497291811E-5,NO
11,1,5.456783882617806E-5,NO
12,1,7.81603597880102E-5,NO
13,1,4.5424673662342785E-5,NO
14,11,0.4935892472686016,NO
15,12,0.21134147991268984,NO
16,39,0.999999999999191,NO
17,1,5.456783882617806E-5,NO
18,0,4.5500450133293386E-5,NO
19,0,4.5500450133293386E-5,NO
20,1,4.5424673662342785E-5,NO
21,13,0.0049634180386343395,NO
22,1,4.5424673662342785E-5,NO
23,37,1.0,NO
24,5,0.11933300842197207,NO
25,1,7.81603597880102E-5,NO
26,1,2.826784608772142E-4,NO
27,1,6.506438497291811E-5,NO
28,8,5.540479709165354E-4,NO
29,1,4.5424673662342785E-5,NO
30,28,0.9999999997453758,NO
31,4,9.92083629903757E-4,NO
32,1,7.81603597880102E-5,NO
33,1,7.81603597880102E-5,NO
34,3,8.810812899256381E-5,NO
35,1,4.5424673662342785E-5,NO
36,4,1.320178196480113E-4,NO
37,13,0.010064457420868618,NO
38,4,1.9538481628986992E-4,NO
39,3,1.2620003545872632E-4,NO
40,1,4.5424673662342785E-5,NO
41,1,2.3751473854953208E-4,NO
42,2,4.580188130587114E-4,NO
43,0,5.465886689636283E-5,NO
44,0,7.829074095619568E-5,NO
45,1,8.311048543602259E-5,YES
46,1,4.5424673662342785E-5,NO
47,2,8.283483932797184E-4,NO
48,0,4.276188541251711E-4,NO
49,8,1.7283313996298847E-4,NO
50,1,5.456783882617806E-5,NO
51,1,6.506438497291811E-5,NO
52,1,7.81603597880102E-5,NO
53,1,7.81603597880102E-5,NO
54,9,0.3275833880405588,NO
55,0,5.465886689636283E-5,NO
56,1,5.456783882617806E-5,NO
57,7,4.481739458880941E-4,NO
58,0,7.829074095619568E-5,NO
59,1,7.81603597880102E-5,NO
60,2,5.2653085162924766E-5,NO
61,9,0.0038514366816703818,NO
62,1,5.456783882617806E-5,NO
63,1,5.456783882617806E-5,NO
64,1,1.5559896387918145E-4,NO
65,1,6.506438497291811E-5,NO
66,41,1.0,NO
67,1,5.456783882617806E-5,NO
68,3,1.2620003545872632E-4,NO
69,0,3.2145701990564894E-4,NO
70,0,4.276188541251711E-4,NO
71,2,6.325110678257639E-5,NO
72,4,5.592431164930496E-4,NO
73,5,3.358419794891598E-4,NO
74,2,0.051715910301990825,NO
75,3,8.810812899256381E-5,NO
76,2,8.10949736892488E-5,NO
77,22,0.9977775161396917,NO
78,6,3.8416737167025104E-4,NO
79,2,5.4298769705138385E-5,NO
80,0,1.0233455002783407E-4,NO
81,1,7.81603597880102E-5,NO
82,1,4.5424673662342785E-5,NO
83,28,0.9999999380956712,NO
84,2,5.6453816173794825E-5,NO
85,10,0.020648148565105547,NO
86,1,7.81603597880102E-5,NO
87,16,1.0,NO
88,1,0.7629043308032625,NO
89,12,0.9982857198292437,NO
90,1,0.0014454722215212381,NO
91,1,8.311048543602259E-5,NO
92,1,1.4675415811247553E-4,NO
93,1,0.6374602183116296,NO
94,2,7.239853320244516E-5,NO
95,1,5.456783882617806E-5,NO
96,1,4.5424673662342785E-5,NO
97,0,1.4657608272434773E-4,NO
98,18,0.998018243714275,NO
99,7,0.9732419195317283,NO
100,1,7.81603597880102E-5,NO
101,1,4.5424673662342785E-5,NO
102,58,1.0,YES
103,1,4.875160584599806E-5,NO
104,1,6.506438497291811E-5,NO
105,1,3.854747974761035E-4,NO
106,0,2.3866866685389663E-4,NO
107,1,4.875160584599806E-5,NO
108,1,7.81603597880102E-5,NO
109,0,4.5500450133293386E-5,NO
110,0,1.1017901006579233E-4,NO
111,5,1.753264103173714E-4,NO
112,14,0.6328973997480708,NO
113,28,0.9999623643444052,NO
114,1,7.81603597880102E-5,NO
115,2,1.1615522546086734E-4,NO
116,1,7.81603597880102E-5,NO
117,1,7.81603597880102E-5,NO
118,2,6.07188735792399E-5,NO
119,1,5.456783882617806E-5,NO
120,3,0.9910652930721773,NO
121,1,6.506438497291811E-5,NO
122,0,4.276188541251711E-4,NO
123,1,3.641523412301061E-4,NO
124,1,4.5424673662342785E-5,NO
125,1,5.456783882617806E-5,NO
126,6,7.360850486253468E-4,NO
127,6,4.890185977145418E-4,NO
128,1,7.81603597880102E-5,NO
129,6,0.9355740273113459,NO
130,1,7.81603597880102E-5,NO
131,1,3.4088117817564505E-4,NO
132,34,1.0,NO
133,1,5.456783882617806E-5,NO
134,3,1.6808189326314E-4,NO
135,1,7.81603597880102E-5,NO
136,1,0.06758526013023988,NO
137,1,7.81603597880102E-5,NO
138,0,1.0233455002783407E-4,NO
139,1,5.456783882617806E-5,NO
140,3,1.2620003545872632E-4,NO
141,1,1.463319994809588E-4,NO
142,1,6.9185161375405E-5,NO
143,0,4.5500450133293386E-5,NO
144,2,0.9995272300549133,NO
145,1,4.5424673662342785E-5,NO
146,20,0.999999999987069,NO
147,5,3.358419794891598E-4,NO
148,1,0.011073982360034722,NO
149,1,6.97883426457995E-5,NO
150,1,5.8023867382910326E-5,NO
151,1,5.456783882617806E-5,NO
152,0,5.465886689636283E-5,NO
153,6,6.708296177343794E-4,NO
154,1,6.506438497291811E-5,NO
155,1,1.463319994809588E-4,NO
156,0,1.0233455002783407E-4,NO
157,1,7.81603597880102E-5,NO
158,1,5.456783882617806E-5,NO
159,2,5.6453816173794825E-5,NO
160,0,5.465886689636283E-5,NO
161,1,0.0012377330773082015,NO
162,1,7.184177673333593E-4,NO
163,1,6.506438497291811E-5,NO
164,1,0.06758526013023988,NO
165,11,0.0034588736439057177,NO
166,1,4.5424673662342785E-5,NO
167,128,1.0,NO
168,6,7.252200101928249E-4,NO
169,1,7.81603597880102E-5,NO
170,1,4.5424673662342785E-5,NO
171,1,7.81603597880102E-5,NO
172,1,4.269069691728351E-4,NO
173,10,0.0011423609913156834,NO
174,0,5.465886689636283E-5,NO
175,1,6.506438497291811E-5,NO
176,1,4.5424673662342785E-5,NO
177,1,8.853735559261795E-4,NO
178,1,6.506438497291811E-5,NO
179,30,0.999999947597197,NO
180,1,4.5424673662342785E-5,NO
181,0,7.829074095619568E-5,NO
182,25,0.9999952006219233,NO
183,1,4.5424673662342785E-5,NO
184,9,7.959422698855111E-4,NO
185,0,7.829074095619568E-5,NO
186,1,7.81603597880102E-5,NO
187,75,1.0,NO
188,1,7.81603597880102E-5,NO
189,1,4.5424673662342785E-5,NO
190,1,6.982964173865661E-5,NO
191,1,4.5424673662342785E-5,NO
192,1,5.456783882617806E-5,NO
193,1,1.144270548977115E-4,NO
194,1,4.5424673662342785E-5,NO
195,1,7.81603597880102E-5,NO
196,1,6.506438497291811E-5,NO
