ID,Size,PredictedProbability,ActualValue
0,1,0.0,NO
1,9,0.0,NO
2,1,0.0,NO
3,1,0.0,NO
4,1,0.0,NO
5,1,0.0,NO
6,1,0.0,NO
7,0,0.0,NO
8,1,0.0,NO
9,20,0.0,NO
10,13,0.0,NO
11,5,0.0,NO
12,3,0.0,NO
13,1,0.0,NO
14,3,0.0,NO
15,1,0.0,NO
16,0,0.0,NO
17,1,0.0,NO
18,1,0.0,NO
19,2,0.0,NO
20,0,0.0,NO
21,1,0.0,NO
22,5,0.0,NO
23,0,0.0,NO
24,1,0.0,NO
25,5,0.0,NO
26,9,0.0,NO
27,1,0.0,NO
28,9,0.0,NO
29,11,0.0,NO
30,15,0.0,NO
31,1,0.0,NO
32,12,0.021845979120071496,NO
33,1,0.0,NO
34,3,0.0,NO
35,1,0.0,NO
36,7,0.0,NO
37,1,0.0,NO
38,1,0.0,NO
39,6,0.0,NO
40,1,0.0,NO
41,6,0.0,NO
42,0,0.0,NO
43,4,0.0,NO
44,1,0.0,NO
45,1,0.0,NO
46,1,0.0,NO
47,1,0.0,NO
48,1,0.0,NO
49,1,0.0,NO
50,0,0.0,NO
51,1,0.0,NO
52,1,0.0,NO
53,3,0.0,NO
54,13,0.0,NO
55,1,0.0,NO
56,1,0.0,NO
57,1,0.0,NO
58,13,0.0,NO
59,1,0.0,NO
60,13,0.0,NO
61,1,0.0,NO
62,1,0.0,NO
63,5,0.0,NO
64,3,0.0,NO
65,3,0.0,NO
66,8,0.0,NO
67,1,0.0,NO
68,1,0.0,NO
69,0,0.0,NO
70,1,0.0,NO
71,2,0.0,NO
72,10,0.0,NO
73,2,0.0,NO
74,3,0.0,NO
75,3,0.0,NO
76,1,0.0,NO
77,6,0.0,NO
78,3,0.0,NO
79,10,0.0,NO
80,12,0.021845979120071496,NO
81,1,0.0,NO
82,1,0.0,NO
83,2,0.0,NO
84,1,0.0,NO
85,0,0.0,NO
86,24,0.0,NO
87,8,0.018577977430215675,NO
88,3,0.0,NO
89,7,0.0,NO
90,1,0.0,NO
91,2,0.0,NO
92,1,0.0,NO
93,1,0.0,NO
94,1,0.0,NO
95,1,0.0,NO
96,1,0.0,NO
97,1,0.0,NO
98,1,0.0,NO
99,3,0.0,NO
100,7,0.0,NO
101,14,0.0,NO
102,15,0.0,NO
103,1,0.0,NO
104,0,0.0,NO
105,14,0.0,NO
106,1,0.0,NO
107,3,0.0,NO
108,0,0.0,NO
109,6,0.0,NO
110,28,0.0,NO
111,1,0.0,NO
112,5,0.0,NO
113,1,0.0,NO
114,1,0.0,NO
115,1,0.0,NO
116,3,0.0,NO
117,1,0.0,NO
118,1,0.0,NO
119,1,0.0,NO
120,1,0.0,NO
121,1,0.0,NO
122,1,0.0,NO
123,5,0.0,NO
124,1,0.0,NO
125,1,0.0,NO
126,21,0.0,NO
127,1,0.0,NO
128,20,0.0,NO
129,1,0.0,NO
130,1,0.0,NO
131,1,0.0,NO
132,17,0.0,NO
133,0,0.0,NO
134,0,0.0,NO
135,8,0.018577977430215675,NO
136,1,0.0,NO
137,1,0.0,NO
138,39,0.0,NO
139,1,0.0,NO
140,1,0.0,NO
141,1,0.0,NO
142,5,0.0,NO
143,3,0.0,NO
144,0,0.0,NO
145,5,0.0,NO
146,1,0.0,NO
147,1,0.0,NO
148,0,0.0,NO
149,1,0.0,NO
150,11,0.0,NO
151,1,0.0,NO
152,1,0.0,NO
153,1,0.0,NO
154,11,0.0,NO
155,3,0.0,NO
156,1,0.0,NO
157,70,0.0,NO
158,5,0.0,NO
159,1,0.0,NO
160,0,0.0,NO
161,1,0.0,NO
162,1,0.0,NO
163,61,0.0,NO
164,14,0.0,NO
165,35,0.0,NO
166,1,0.0,NO
167,9,0.0,NO
168,3,0.0,NO
169,69,0.0,NO
170,1,0.0,NO
171,0,0.0,NO
172,10,0.0,NO
173,0,0.0,NO
174,1,0.0,NO
175,1,0.0,NO
176,0,0.0,NO
177,1,0.0,NO
178,1,0.0,NO
179,1,0.0,NO
180,1,0.0,NO
181,9,0.0,NO
182,2,0.0,NO
183,14,0.0,NO
184,0,0.0,NO
185,1,0.0,NO
186,0,0.0,NO
187,1,0.0,NO
188,1,0.0,NO
189,0,0.0,NO
190,1,0.0,NO
191,0,0.0,NO
192,3,0.0,NO
193,1,0.0,NO
194,0,0.0,NO
195,13,0.0,NO
196,3,0.0,NO
197,22,0.0,NO
198,2,0.0,NO
199,4,0.0,NO
200,1,0.0,NO
201,1,0.0,NO
202,1,0.0,NO
203,3,0.0,NO
204,1,0.0,NO
205,0,0.0,NO
206,1,0.0,NO
207,1,0.0,NO
208,1,0.0,NO
209,5,0.0,NO
210,4,0.0,NO
211,0,0.0,NO
212,0,0.0,NO
213,1,0.0,NO
214,1,0.0,NO
215,1,0.0,NO
216,1,0.0,NO
217,1,0.0,NO
218,3,0.0,NO
219,32,0.0,NO
220,6,0.0,NO
221,2,0.0,NO
222,2,0.0,NO
223,40,0.0,NO
224,3,0.0,NO
225,4,0.0,NO
226,68,0.01,NO
227,0,0.0,NO
228,3,0.0,NO
229,10,0.0,NO
230,0,0.0,NO
231,1,0.0,NO
232,0,0.0,NO
233,5,0.0,NO
234,3,0.0,NO
235,6,0.0,NO
236,1,0.0,NO
237,1,0.0,NO
238,1,0.0,NO
239,1,0.0,NO
240,1,0.0,NO
241,3,0.0,NO
242,1,0.0,NO
243,1,0.0,NO
244,1,0.0,NO
245,1,0.0,NO
246,0,0.0,NO
247,6,0.0,NO
248,1,0.0,NO
249,7,0.0,NO
250,15,0.0,NO
251,7,0.0,NO
252,1,0.0,NO
253,1,0.0,NO
254,15,0.0,NO
255,0,0.0,NO
256,1,0.0,NO
257,1,0.0,NO
258,1,0.0,NO
259,3,0.0,NO
260,7,0.0,NO
261,4,0.0,NO
262,1,0.0,NO
263,1,0.0,NO
264,1,0.0,NO
265,1,0.0,NO
266,1,0.0,NO
267,11,0.0,NO
268,0,0.0,NO
269,4,0.0,NO
270,0,0.0,NO
271,0,0.0,NO
272,1,0.0,NO
273,15,0.0,NO
274,0,0.0,NO
275,1,0.0,NO
276,0,0.0,NO
277,33,0.021845979120071496,NO
278,1,0.0,NO
279,1,0.0,NO
280,2,0.0,NO
281,1,0.0,NO
282,1,0.0,NO
283,1,0.0,NO
284,1,0.0,NO
285,1,0.0,NO
286,2,0.0,NO
287,33,0.0,NO
288,8,0.018577977430215675,NO
289,1,0.0,NO
290,1,0.0,NO
291,3,0.0,NO
292,1,0.0,NO
293,1,0.0,NO
294,1,0.0,NO
295,6,0.0,NO
296,1,0.0,NO
297,2,0.0,NO
298,1,0.0,NO
299,1,0.0,NO
300,39,0.0,NO
301,6,0.0,NO
302,1,0.0,NO
303,3,0.0,NO
304,1,0.0,NO
305,1,0.0,NO
306,3,0.0,NO
307,8,0.018577977430215675,NO
308,1,0.0,NO
309,1,0.0,NO
310,1,0.0,NO
311,1,0.0,NO
312,1,0.0,NO
313,1,0.0,NO
314,1,0.0,NO
315,1,0.0,NO
316,3,0.0,NO
317,34,0.0,NO
318,1,0.0,NO
319,1,0.0,NO
320,1,0.0,NO
321,2,0.0,NO
322,1,0.0,NO
323,2,0.0,NO
324,0,0.0,NO
325,1,0.0,NO
326,1,0.0,NO
327,36,0.0,NO
328,1,0.0,NO
329,1,0.0,NO
330,3,0.0,NO
331,1,0.0,NO
332,1,0.0,NO
333,3,0.0,NO
334,5,0.0,NO
335,1,0.0,NO
336,10,0.0,NO
337,1,0.0,NO
338,0,0.0,NO
339,1,0.0,NO
340,41,0.0,NO
341,6,0.0,NO
342,4,0.0,NO
343,1,0.0,NO
344,1,0.0,NO
345,1,0.0,NO
346,1,0.0,NO
347,0,0.0,NO
348,1,0.0,NO
349,0,0.0,NO
350,1,0.0,NO
351,7,0.0,NO
352,6,0.0,NO
353,58,0.0,NO
354,1,0.0,NO
355,2,0.0,NO
356,9,0.0,NO
357,1,0.0,NO
358,0,0.0,NO
359,0,0.0,NO
360,1,0.0,NO
361,1,0.0,NO
362,1,0.0,NO
363,1,0.0,NO
364,3,0.0,NO
365,1,0.0,NO
366,1,0.0,NO
367,1,0.0,NO
368,1,0.0,NO
369,1,0.0,NO
370,3,0.0,NO
371,1,0.0,NO
372,1,0.0,NO
373,8,0.018577977430215675,NO
374,1,0.0,NO
375,1,0.0,NO
376,2,0.0,NO
377,3,0.0,NO
378,1,0.0,NO
379,1,0.0,NO
380,109,0.02,NO
381,0,0.0,NO
382,1,0.0,NO
383,1,0.0,NO
384,1,0.0,NO
385,2,0.0,NO
386,1,0.0,NO
387,1,0.0,NO
388,6,0.0,NO
389,41,0.0,NO
390,0,0.0,NO
391,12,0.021845979120071496,NO
392,7,0.0,NO
393,2,0.0,NO
394,11,0.0,NO
395,1,0.0,NO
396,1,0.0,NO
397,1,0.0,NO
398,0,0.0,NO
399,7,0.0,NO
400,22,0.0,NO
401,7,0.0,NO
402,4,0.0,NO
403,11,0.0,NO
404,0,0.0,NO
405,1,0.0,NO
406,1,0.0,NO
407,5,0.0,NO
408,26,0.0,NO
409,28,0.0,NO
410,1,0.0,NO
411,1,0.0,NO
412,7,0.0,NO
413,1,0.0,NO
414,1,0.0,NO
415,3,0.0,NO
416,1,0.0,NO
417,1,0.0,NO
418,1,0.0,NO
419,1,0.0,NO
420,1,0.0,NO
421,1,0.0,NO
422,12,0.021845979120071496,NO
423,3,0.0,NO
424,1,0.0,NO
425,1,0.0,NO
426,0,0.0,NO
427,1,0.0,NO
428,1,0.0,NO
429,9,0.0,NO
430,5,0.0,NO
431,3,0.0,NO
432,8,0.018577977430215675,NO
433,1,0.0,NO
434,1,0.0,NO
435,1,0.0,NO
436,1,0.0,NO
437,1,0.0,NO
438,1,0.0,NO
439,1,0.0,NO
440,37,0.0,NO
441,1,0.0,NO
442,1,0.0,NO
443,3,0.0,NO
444,7,0.0,NO
445,1,0.0,NO
446,3,0.0,NO
447,1,0.0,NO
448,21,0.0,NO
449,1,0.0,NO
450,21,0.0,NO
451,12,0.021845979120071496,NO
452,0,0.0,NO
453,5,0.0,NO
454,0,0.0,NO
455,12,0.16944705294705298,NO
456,0,0.0,NO
457,1,0.0,NO
458,1,0.0,NO
459,1,0.0,NO
460,8,0.018577977430215675,NO
461,1,0.0,NO
462,7,0.0,NO
463,1,0.0,NO
464,4,0.0,NO
465,13,0.0,NO
466,12,0.021845979120071496,NO
467,1,0.0,NO
468,1,0.0,NO
469,1,0.0,NO
470,1,0.0,NO
471,1,0.0,NO
472,3,0.0,NO
473,1,0.0,NO
474,1,0.0,NO
475,1,0.0,NO
476,1,0.0,NO
477,1,0.0,NO
478,4,0.0,NO
479,1,0.0,NO
480,1,0.0,NO
481,3,0.0,NO
482,9,0.0,NO
483,1,0.0,NO
484,1,0.0,NO
485,105,0.0,NO
486,18,0.0,NO
487,1,0.0,NO
488,0,0.0,NO
489,1,0.0,NO
490,1,0.0,NO
491,1,0.0,NO
492,5,0.0,NO
493,1,0.0,NO
494,13,0.0,NO
495,1,0.0,NO
496,2,0.0,NO
497,26,0.0,NO
498,1,0.0,NO
499,1,0.0,NO
500,5,0.0,NO
501,1,0.0,NO
502,1,0.0,NO
503,1,0.0,NO
504,1,0.0,NO
505,1,0.0,NO
506,1,0.0,NO
507,1,0.0,NO
508,1,0.0,NO
509,1,0.0,NO
510,1,0.0,NO
511,2,0.0,NO
512,6,0.0,NO
513,33,0.0,NO
514,1,0.0,NO
515,1,0.0,NO
516,0,0.0,NO
517,15,0.0,NO
518,1,0.0,NO
519,0,0.0,NO
520,1,0.0,NO
521,1,0.0,NO
522,1,0.0,NO
523,5,0.0,NO
524,1,0.0,NO
525,1,0.0,NO
526,0,0.0,NO
527,0,0.0,NO
528,0,0.0,NO
529,1,0.0,NO
530,1,0.0,NO
531,1,0.0,NO
532,1,0.0,NO
533,15,0.0,NO
534,1,0.0,NO
535,0,0.0,NO
536,1,0.0,NO
537,1,0.0,NO
538,1,0.0,NO
539,2,0.0,NO
540,1,0.0,NO
541,2,0.0,NO
542,1,0.0,NO
543,1,0.0,NO
544,3,0.0,NO
545,1,0.0,NO
546,2,0.0,NO
547,1,0.0,NO
548,1,0.0,NO
549,1,0.0,NO
550,1,0.0,NO
551,5,0.0,NO
552,1,0.0,NO
553,1,0.0,NO
554,6,0.0,NO
555,1,0.0,NO
556,1,0.0,NO
557,2,0.0,NO
558,29,0.0,NO
559,1,0.0,NO
560,0,0.0,NO
561,1,0.0,NO
562,1,0.0,NO
563,15,0.0,NO
564,1,0.0,NO
565,1,0.0,NO
566,1,0.0,NO
567,28,0.0,NO
568,1,0.0,NO
569,1,0.0,NO
570,1,0.0,NO
571,1,0.0,NO
572,3,0.0,NO
573,5,0.0,NO
574,29,0.0,NO
575,13,0.0,NO
576,0,0.0,NO
577,6,0.0,NO
578,1,0.0,NO
579,1,0.0,NO
580,3,0.0,NO
581,0,0.0,NO
582,1,0.0,NO
583,1,0.0,NO
584,2,0.0,NO
585,0,0.0,NO
586,50,0.0,NO
587,1,0.0,NO
588,1,0.0,NO
589,13,0.0,NO
590,17,0.0,NO
591,1,0.0,NO
592,15,0.0,NO
593,18,0.0,NO
594,7,0.0,NO
595,1,0.0,NO
596,1,0.0,NO
597,7,0.0,NO
598,81,0.06,NO
599,14,0.0,NO
600,1,0.0,NO
601,9,0.0,NO
602,1,0.0,NO
603,4,0.0,NO
604,1,0.0,NO
605,2,0.0,NO
606,1,0.0,NO
607,1,0.0,NO
608,1,0.0,NO
609,3,0.0,NO
610,1,0.0,NO
611,2,0.0,NO
612,20,0.0,NO
613,4,0.0,NO
614,1,0.0,NO
615,0,0.0,NO
616,1,0.0,NO
617,1,0.0,NO
618,1,0.0,NO
619,1,0.0,NO
620,1,0.0,NO
621,28,0.0,NO
622,6,0.0,NO
623,7,0.0,NO
624,1,0.0,NO
625,20,0.0,NO
626,1,0.0,NO
627,12,0.021845979120071496,NO
628,3,0.0,NO
629,0,0.0,NO
630,1,0.0,NO
631,0,0.0,NO
632,4,0.0,NO
633,2,0.0,NO
634,1,0.0,NO
635,1,0.0,NO
636,6,0.0,NO
637,1,0.0,NO
638,1,0.0,NO
639,1,0.0,NO
640,1,0.0,NO
641,0,0.0,NO
642,1,0.0,NO
643,1,0.0,NO
644,4,0.0,NO
645,1,0.0,NO
646,6,0.0,NO
647,0,0.0,NO
648,1,0.0,NO
649,1,0.0,NO
650,9,0.0,NO
651,13,0.0,NO
652,1,0.0,NO
653,5,0.0,NO
654,0,0.0,NO
655,7,0.0,NO
656,1,0.0,NO
657,1,0.0,NO
658,1,0.0,NO
659,1,0.0,NO
660,1,0.0,NO
661,1,0.0,NO
662,1,0.0,NO
663,1,0.0,NO
664,1,0.0,NO
665,0,0.0,NO
666,3,0.0,NO
667,7,0.0,NO
668,4,0.0,NO
669,1,0.0,NO
670,1,0.0,NO
671,1,0.0,NO
672,1,0.0,NO
673,0,0.0,NO
674,2,0.00921086715426198,NO
675,4,0.0,NO
676,51,0.0,NO
677,2,0.0,NO
678,1,0.0,NO
679,7,0.0,NO
680,1,0.0,NO
681,37,0.0,NO
682,1,0.0,NO
683,20,0.0,NO
684,1,0.0,NO
685,7,0.0,NO
686,1,0.0,NO
687,1,0.0,NO
688,1,0.0,NO
689,6,0.0,NO
690,1,0.0,NO
691,3,0.0,NO
692,0,0.0,NO
693,13,0.0,NO
694,3,0.0,NO
695,1,0.0,NO
696,0,0.0,NO
697,1,0.0,NO
698,1,0.0,NO
699,7,0.0,NO
700,1,0.0,NO
701,1,0.0,NO
702,0,0.0,NO
703,0,0.0,NO
704,1,0.0,NO
705,44,0.056333333333333326,NO
706,1,0.0,NO
707,6,0.0,NO
708,1,0.0,NO
709,1,0.0,NO
710,1,0.0,NO
711,7,0.0,NO
712,6,0.0,NO
713,1,0.0,NO
714,0,0.0,NO
715,1,0.0,NO
716,1,0.0,NO
717,1,0.0,NO
718,2,0.0,NO
719,3,0.0,NO
720,18,0.0,NO
721,1,0.0,NO
722,34,0.0,NO
723,1,0.0,NO
724,0,0.0,NO
725,1,0.0,NO
726,1,0.0,NO
727,0,0.0,NO
728,32,0.0,NO
729,1,0.0,NO
730,20,0.0,NO
731,1,0.0,NO
732,1,0.0,NO
733,2,0.0,NO
734,1,0.0,NO
735,1,0.0,NO
736,1,0.0,NO
737,0,0.0,NO
738,1,0.0,NO
739,6,0.0,NO
740,1,0.0,NO
741,1,0.0,NO
742,13,0.005833333333333333,NO
743,1,0.0,NO
744,6,0.0,NO
745,13,0.0,NO
746,1,0.0,NO
747,1,0.0,NO
748,15,0.0,NO
749,1,0.0,NO
750,5,0.0,NO
751,1,0.0,NO
752,4,0.0,NO
753,1,0.0,NO
754,3,0.0,NO
755,1,0.0,NO
756,11,0.0,NO
757,1,0.0,NO
758,5,0.0,NO
759,19,0.0,NO
760,8,0.018577977430215675,NO
761,1,0.0,NO
762,1,0.0,NO
763,1,0.0,NO
764,5,0.0,NO
765,1,0.0,NO
766,1,0.0,NO
767,1,0.0,NO
768,3,0.0,NO
769,31,0.0,NO
770,7,0.0,NO
771,1,0.0,NO
772,1,0.0,NO
773,1,0.0,NO
774,5,0.0,NO
775,6,0.0,NO
776,0,0.0,NO
777,1,0.0,NO
778,1,0.0,NO
779,0,0.0,NO
780,7,0.0,NO
781,1,0.0,NO
782,1,0.0,NO
783,4,0.0,NO
784,1,0.0,NO
785,1,0.0,NO
786,1,0.0,NO
787,3,0.0,NO
788,1,0.0,NO
789,1,0.0,NO
790,1,0.0,NO
791,13,0.0,NO
792,1,0.0,NO
793,8,0.018577977430215675,NO
794,1,0.0,NO
795,1,0.0,NO
796,3,0.0,NO
797,1,0.0,NO
798,1,0.0,NO
799,1,0.0,NO
800,6,0.0,NO
801,6,0.0,NO
802,22,0.0,NO
803,3,0.0,NO
804,1,0.0,NO
805,1,0.0,NO
806,1,0.0,NO
807,0,0.0,NO
808,4,0.0,NO
809,4,0.0,NO
810,1,0.0,NO
811,2,0.0,NO
812,3,0.0,NO
813,6,0.0,NO
814,3,0.0,NO
815,6,0.0,NO
816,1,0.0,NO
817,21,0.0,NO
818,5,0.0,NO
819,1,0.0,NO
820,2,0.0,NO
821,1,0.0,NO
822,1,0.0,NO
823,1,0.0,NO
824,2,0.0,NO
825,4,0.0,NO
826,11,0.0,NO
827,1,0.0,NO
828,1,0.0,NO
829,1,0.0,NO
830,1,0.0,NO
831,22,0.0,NO
832,1,0.0,NO
833,5,0.0,NO
834,4,0.0,NO
835,6,0.0,NO
836,7,0.0,NO
837,0,0.0,NO
838,4,0.0,NO
839,1,0.0,NO
840,1,0.0,NO
841,58,0.0,NO
842,1,0.0,NO
843,3,0.0,NO
844,90,0.0,NO
845,2,0.0,NO
846,1,0.0,NO
847,1,0.0,NO
848,6,0.0,NO
849,1,0.0,NO
850,1,0.0,NO
851,2,0.0,NO
852,1,0.0,NO
853,37,0.0,NO
854,1,0.0,NO
855,1,0.0,NO
856,1,0.0,NO
857,2,0.0,NO
858,40,0.0,NO
859,1,0.0,NO
860,1,0.0,NO
861,0,0.0,NO
862,12,0.021845979120071496,NO
863,1,0.0,NO
864,1,0.0,NO
865,1,0.0,NO
866,12,0.021845979120071496,NO
867,32,0.0,NO
868,2,0.0,NO
869,1,0.0,NO
870,4,0.0,NO
871,5,0.0,NO
872,0,0.0,NO
873,1,0.0,NO
874,0,0.0,NO
875,8,0.018577977430215675,NO
876,3,0.0,NO
877,4,0.0,NO
878,2,0.0,NO
879,1,0.0,NO
880,7,0.0,NO
881,2,0.0,NO
882,0,0.0,NO
883,0,0.0,NO
884,3,0.0,NO
885,1,0.0,NO
886,1,0.0,NO
887,3,0.0,NO
888,1,0.0,NO
889,3,0.0,NO
890,4,0.0,NO
891,1,0.0,NO
892,1,0.0,NO
893,2,0.0,NO
894,1,0.0,NO
895,40,0.0,NO
896,1,0.0,NO
897,12,0.021845979120071496,NO
898,7,0.0,NO
899,1,0.0,NO
900,4,0.0,NO
901,10,0.0,NO
902,3,0.0,NO
903,1,0.0,NO
904,22,0.0,NO
905,0,0.0,NO
906,11,0.0,NO
907,1,0.0,NO
908,10,0.0,NO
909,7,0.0,NO
910,8,0.018577977430215675,NO
911,1,0.0,NO
