ID,Size,PredictedProbability,ActualValue
0,3,3.5814627590160334E-5,NO
1,0,1.1517408176374248E-5,NO
2,2,1.30284761087882E-5,NO
3,1,1.2480302279730696E-5,NO
4,0,1.2154442194081291E-5,NO
5,35,0.9998555256536044,NO
6,7,7.758274995666059E-5,NO
7,0,2.8328294947610837E-5,NO
8,0,3.652451795326185E-5,NO
9,2,2.4456661589272272E-5,NO
10,1,1.2179605588421787E-5,NO
11,7,2.91965445578544E-5,NO
12,0,2.684358584484965E-5,NO
13,0,2.684358584484965E-5,NO
14,1,1.1541252731649002E-5,NO
15,1,1.1541252731649002E-5,NO
16,1,1.2179605588421787E-5,NO
17,0,1.1517408176374248E-5,NO
18,2,1.2345633122359533E-5,NO
19,1,1.1541252731649002E-5,NO
20,1,1.2179605588421787E-5,NO
21,1,1.2179605588421787E-5,NO
22,1,1.2179605588421787E-5,NO
23,7,2.766633104204766E-5,NO
24,1,1.1541252731649002E-5,NO
25,1,1.1541252731649002E-5,NO
26,29,0.9980601732633526,NO
27,2,2.9528994387910348E-5,NO
28,0,2.379613961823141E-5,NO
29,1,1.2179605588421787E-5,NO
30,1,2.699847816894946E-5,NO
31,14,0.0600567141668302,NO
32,1,1.1541252731649002E-5,NO
33,1,3.501837540448577E-5,NO
34,18,0.2195993684000265,NO
35,1,1.1541252731649002E-5,NO
36,1,3.644596357712964E-5,NO
37,2,1.2491823479580183E-5,NO
38,1,3.501837540448577E-5,NO
39,20,0.052476723273403865,NO
40,12,3.1035127608900604E-4,NO
41,1,2.8491754066491393E-5,NO
42,1,1.1549650463211853E-4,NO
43,9,2.241308191269309E-4,YES
44,5,1.471855387549569E-4,NO
45,1,1.1541252731649002E-5,NO
46,1,1.1541252731649002E-5,NO
47,0,1.2154442194081291E-5,NO
48,1,1.1541252731649002E-5,NO
49,6,1.2592336024444583E-4,NO
50,6,0.9999997001543844,NO
51,1,3.453581551733664E-5,NO
52,0,1.2154442194081291E-5,NO
53,0,1.2154442194081291E-5,NO
54,0,2.014161548956771E-4,NO
55,1,1.1541252731649002E-5,NO
56,49,1.0,YES
57,7,0.0012197719537805243,NO
