ID,Size,PredictedProbability,ActualValue
0,0,3.486621313612957E-5,NO
1,1,4.429142417597009E-5,NO
2,1,1.8237117580849085E-5,NO
3,1,2.0261597954718964E-5,NO
4,1,1.6916985473295848E-5,NO
5,1,4.583243498139141E-5,NO
6,0,1.7252315788857435E-5,NO
7,0,1.3185354623364778E-4,NO
8,1,1.7957129537456628E-4,NO
9,115,1.0,NO
10,18,0.018999251985746722,NO
11,1,2.0261597954718964E-5,NO
12,3,3.6291702816805366E-5,NO
13,1,2.0261597954718964E-5,NO
14,1,1.8237117580849085E-5,NO
15,1,1.5307601041658898E-5,NO
16,13,0.9991602557765253,NO
17,15,0.8061005514926878,NO
18,39,0.9999999999995971,NO
19,1,2.0154494314698956E-5,NO
20,1,1.8237117580849085E-5,NO
21,0,1.4480990441140028E-5,NO
22,0,1.4480990441140028E-5,NO
23,1,5.3207290971433506E-5,NO
24,1,1.6916985473295848E-5,NO
25,1,2.0154494314698956E-5,NO
26,1,4.073127462206319E-5,NO
27,1,1.5307601041658898E-5,NO
28,5,1.462088214640432E-4,NO
29,13,0.002930448067044875,NO
30,1,1.5307601041658898E-5,NO
31,32,1.0,NO
32,5,0.04335584212582016,NO
33,1,2.4139170660235222E-5,NO
34,4,2.2786031753825023E-4,NO
35,1,2.5075840212241226E-5,NO
36,1,8.602137344934914E-5,NO
37,1,2.0261597954718964E-5,NO
38,8,2.1432929205993963E-4,NO
39,1,1.5307601041658898E-5,NO
40,28,0.991906056267559,NO
41,0,1.903250957837803E-5,NO
42,3,2.6938707926691357E-5,NO
43,115,1.0,NO
44,28,0.9999999980368288,NO
45,4,2.3749433826511155E-4,NO
46,1,2.4139170660235222E-5,NO
47,11,4.956894017893065E-4,NO
48,3,3.2611184860199986E-5,NO
49,1,1.5307601041658898E-5,NO
50,1,2.0154494314698956E-5,NO
51,13,0.005914831653944545,NO
52,0,7.663207205894467E-4,NO
53,4,8.519569972433543E-5,NO
54,1,1.5307601041658898E-5,NO
55,2,9.908004814304299E-5,NO
56,26,0.9999340788235213,NO
57,1,2.0154494314698956E-5,NO
58,0,2.283566610768495E-5,NO
59,1,1.6484241374653915E-4,NO
60,1,2.611177879599407E-5,NO
61,8,8.034175413154619E-5,NO
62,1,1.8237117580849085E-5,NO
63,1,2.0154494314698956E-5,NO
64,1,2.0261597954718964E-5,NO
65,51,1.0,NO
66,1,2.4139170660235222E-5,NO
67,1,0.0016069932522180125,NO
68,2,2.4132854112104748E-5,NO
69,6,4.038198549334335E-4,NO
70,1,1.6916985473295848E-5,NO
71,1,1.8237117580849085E-5,NO
72,7,1.7049536717110512E-4,NO
