ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,IsBuggy
13,20,3,7,3,0,7,5,1,42,2,21,8.8,0,yes
19,1,0,5,5,0,0,3,1,2,0,1,0.6667,0,no
14,20,3,7,3,0,7,5,1,42,2,21,8.8,0,yes
15,20,3,7,3,0,7,5,1,42,2,21,8.8,0,yes
16,20,3,7,3,0,7,7,1,42,21,21,9,0,no
17,20,3,7,3,0,7,7,1,42,21,21,9,1,no
18,20,3,7,3,0,7,7,1,42,21,21,9,1,no
10,20,3,7,3,0,7,5,1,42,2,21,8.8,0,yes
11,20,3,7,3,0,7,5,1,42,2,21,8.8,0,yes
24,14,1,7,3,0,1,1,1,14,0,14,14,0,no
24,30,1,7,3,0,9,1,1,30,0,30,30,0,no
25,32,1,6,3,0,8,5,1,33,1,30,6.8,0,no
24,38,2,9,5,0,10,1,1,38,0,38,38,0,no
25,38,2,9,5,0,10,1,1,38,0,38,38,0,no
25,42,4,5,2,0,9,1,1,42,0,42,42,0,no
27,42,4,5,2,0,9,1,1,42,0,42,42,0,no
20,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
21,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
22,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
23,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
26,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
10,128,0,9,3,0,23,6,4,272,0,128,45.3333,0,no
11,128,0,9,3,0,23,6,4,272,0,128,45.3333,0,no
12,128,0,9,3,0,23,10,5,272,0,128,27.2,0,no
13,128,0,9,3,0,23,10,5,272,0,128,27.2,0,no
14,128,0,9,3,0,23,11,5,272,0,128,24.7273,0,no
15,128,0,9,3,0,23,11,5,272,0,128,24.7273,0,yes
16,128,0,9,3,0,23,16,5,272,2,128,17.125,0,no
17,128,0,9,3,0,23,16,5,272,2,128,17.125,1,no
18,128,0,9,3,0,23,16,5,272,2,128,17.125,1,no
19,126,0,9,3,0,23,16,5,272,2,128,17.125,1,no
24,47,4,9,2,0,9,1,1,47,0,47,47,0,no
25,47,4,9,2,0,9,1,1,47,0,47,47,0,no
27,39,4,16,9,0,11,1,1,39,0,39,39,0,no
28,39,4,16,9,0,11,1,1,39,0,39,39,0,no
29,39,4,16,9,0,11,1,1,39,0,39,39,0,no
24,39,4,16,9,0,11,1,1,39,0,39,39,0,no
25,39,4,16,9,0,11,1,1,39,0,39,39,0,no
27,10,4,5,4,0,2,2,2,20,0,10,10,0,no
28,10,4,5,4,0,2,3,2,20,0,10,6.6667,0,no
29,10,4,5,4,0,2,3,2,20,0,10,6.6667,0,no
9,67,1,9,6,0,14,4,1,135,1,68,34,0,no
5,67,1,9,6,0,14,2,1,68,1,68,34.5,0,no
6,67,1,9,6,0,14,2,1,68,1,68,34.5,0,no
7,67,1,9,6,0,14,3,1,68,1,68,23,0,no
8,67,1,9,6,0,14,3,1,68,1,68,23,0,no
27,20,1,7,1,0,0,7,2,40,0,17,5.7143,0,no
28,20,1,7,1,0,0,8,2,40,0,17,5,0,no
29,20,1,7,1,0,0,8,2,40,0,17,5,0,no
10,31,1,10,4,0,4,2,2,62,0,31,31,0,no
11,31,1,10,4,0,4,2,2,62,0,31,31,0,no
12,31,1,10,4,0,4,2,2,62,0,31,31,0,no
13,31,1,10,4,0,4,2,2,62,0,31,31,0,no
14,31,1,10,4,0,4,2,2,62,0,31,31,0,no
15,30,1,10,4,0,4,3,2,62,1,31,21,0,no
16,30,1,10,4,0,4,3,2,62,1,31,21,0,no
17,30,1,10,4,0,4,3,2,62,1,31,21,0,no
18,30,1,10,4,0,4,3,2,62,1,31,21,0,no
21,25,1,4,2,0,9,4,1,50,0,25,12.5,0,no
22,25,1,4,2,0,9,4,1,50,0,25,12.5,0,no
23,25,1,4,2,0,9,4,1,50,0,25,12.5,0,no
20,25,1,4,2,0,9,4,1,50,0,25,12.5,0,no
26,25,1,4,2,0,9,4,1,50,0,25,12.5,0,no
10,25,1,4,2,0,9,2,1,50,0,25,25,0,no
11,25,1,4,2,0,9,2,1,50,0,25,25,0,no
12,25,1,4,2,0,9,2,1,50,0,25,25,0,no
13,25,1,4,2,0,9,2,1,50,0,25,25,0,no
18,25,1,4,2,0,9,2,1,50,0,25,25,0,no
19,25,1,4,2,0,9,2,1,50,0,25,25,0,no
14,25,1,4,2,0,9,2,1,50,0,25,25,0,no
15,25,1,4,2,0,9,2,1,50,0,25,25,0,no
16,25,1,4,2,0,9,2,1,50,0,25,25,0,no
17,25,1,4,2,0,9,2,1,50,0,25,25,0,no
27,4,0,1,1,0,2,2,2,8,0,4,4,0,no
28,4,0,1,1,0,2,2,2,8,0,4,4,0,no
29,4,0,1,1,0,2,2,2,8,0,4,4,0,no
28,69,0,11,3,0,15,5,1,69,0,62,13.8,0,no
29,69,0,11,3,0,15,7,2,69,0,62,9.8571,0,no
17,75,2,3,2,0,11,8,3,150,0,75,18.75,1,no
18,75,2,3,2,0,11,8,3,150,0,75,18.75,1,no
13,75,2,3,2,0,11,6,3,150,0,75,25,1,no
