Project,Iteration,Classifier,FeatureSelection,Sampling,CostSensitive,Precision,Recall,AUC,Kappa,F1-Score,MCC
SYNCOPE,23,RandomForest,BestFirst (backward),none,none,NaN,0.000,0.489,0.000,NaN,NaN
SYNCOPE,23,NaiveBayes,BestFirst (backward),none,none,0.016,0.286,0.857,0.028,0.030,0.063
SYNCOPE,23,IBk,BestFirst (backward),none,none,NaN,0.000,0.466,0.000,NaN,NaN
SYNCOPE,23,RandomForest,none,SMOTE,none,0.000,0.000,0.825,-0.002,0.000,-0.002
SYNCOPE,23,NaiveBayes,none,SMOTE,none,0.009,0.429,0.834,0.016,0.018,0.056
SYNCOPE,23,IBk,none,SMOTE,none,0.005,0.143,0.604,0.007,0.010,0.021
SYNCOPE,23,RandomForest,none,none,SensitiveThreshold,0.000,0.000,0.720,-0.001,0.000,-0.001
SYNCOPE,23,NaiveBayes,none,none,SensitiveThreshold,0.012,0.429,0.831,0.021,0.023,0.066
SYNCOPE,23,IBk,none,none,SensitiveThreshold,0.000,0.000,0.552,-0.002,0.000,-0.003
SYNCOPE,24,RandomForest,none,none,none,NaN,0.000,0.470,0.000,NaN,NaN
SYNCOPE,24,NaiveBayes,none,none,none,0.032,0.316,0.912,0.053,0.058,0.092
SYNCOPE,24,IBk,none,none,none,0.000,0.000,0.500,-0.000,0.000,-0.001
SYNCOPE,24,RandomForest,BestFirst (backward),none,none,NaN,0.000,0.637,0.000,NaN,NaN
SYNCOPE,24,NaiveBayes,BestFirst (backward),none,none,0.027,0.158,0.923,0.041,0.046,0.058
SYNCOPE,24,IBk,BestFirst (backward),none,none,0.000,0.000,0.542,-0.001,0.000,-0.001
SYNCOPE,24,RandomForest,none,SMOTE,none,0.000,0.000,0.549,-0.000,0.000,-0.001
SYNCOPE,24,NaiveBayes,none,SMOTE,none,0.031,0.474,0.907,0.053,0.059,0.113
SYNCOPE,24,IBk,none,SMOTE,none,0.016,0.053,0.522,0.019,0.024,0.023
SYNCOPE,24,RandomForest,none,none,SensitiveThreshold,0.000,0.000,0.434,-0.001,0.000,-0.002
SYNCOPE,24,NaiveBayes,none,none,SensitiveThreshold,0.029,0.316,0.912,0.047,0.053,0.087
SYNCOPE,24,IBk,none,none,SensitiveThreshold,0.000,0.000,0.500,-0.002,0.000,-0.002
SYNCOPE,25,RandomForest,none,none,none,NaN,0.000,0.659,0.000,NaN,NaN
SYNCOPE,25,NaiveBayes,none,none,none,0.030,0.421,0.827,0.049,0.056,0.101
SYNCOPE,25,IBk,none,none,none,0.000,0.000,0.745,-0.000,0.000,-0.001
SYNCOPE,25,RandomForest,BestFirst (backward),none,none,NaN,0.000,0.555,0.000,NaN,NaN
SYNCOPE,25,NaiveBayes,BestFirst (backward),none,none,0.039,0.316,0.694,0.062,0.069,0.101
SYNCOPE,25,IBk,BestFirst (backward),none,none,NaN,0.000,0.511,0.000,NaN,NaN
SYNCOPE,25,RandomForest,none,SMOTE,none,0.000,0.000,0.663,-0.001,0.000,-0.001
SYNCOPE,25,NaiveBayes,none,SMOTE,none,0.020,0.526,0.801,0.031,0.038,0.086
SYNCOPE,25,IBk,none,SMOTE,none,0.038,0.053,0.750,0.040,0.044,0.041
SYNCOPE,25,RandomForest,none,none,SensitiveThreshold,0.000,0.000,0.619,-0.003,0.000,-0.003
SYNCOPE,25,NaiveBayes,none,none,SensitiveThreshold,0.026,0.421,0.827,0.042,0.050,0.093
SYNCOPE,25,IBk,none,none,SensitiveThreshold,0.000,0.000,0.745,-0.003,0.000,-0.003
SYNCOPE,26,RandomForest,none,none,none,0.000,0.000,0.430,-0.000,0.000,-0.001
SYNCOPE,26,NaiveBayes,none,none,none,0.012,0.115,0.691,0.015,0.021,0.027
SYNCOPE,26,IBk,none,none,none,0.000,0.000,0.547,-0.001,0.000,-0.001
SYNCOPE,26,RandomForest,BestFirst (backward),none,none,0.000,0.000,0.551,-0.000,0.000,-0.001
SYNCOPE,26,NaiveBayes,BestFirst (backward),none,none,0.016,0.077,0.653,0.021,0.027,0.028
SYNCOPE,26,IBk,BestFirst (backward),none,none,0.000,0.000,0.563,-0.001,0.000,-0.001
SYNCOPE,26,RandomForest,none,SMOTE,none,0.250,0.038,0.641,0.066,0.067,0.097
SYNCOPE,26,NaiveBayes,none,SMOTE,none,0.012,0.192,0.691,0.016,0.023,0.036
SYNCOPE,26,IBk,none,SMOTE,none,0.014,0.154,0.584,0.019,0.025,0.035
SYNCOPE,26,RandomForest,none,none,SensitiveThreshold,0.000,0.000,0.470,-0.001,0.000,-0.002
SYNCOPE,26,NaiveBayes,none,none,SensitiveThreshold,0.011,0.115,0.691,0.014,0.020,0.025
SYNCOPE,26,IBk,none,none,SensitiveThreshold,0.000,0.000,0.547,-0.004,0.000,-0.004
SYNCOPE,27,RandomForest,none,none,none,0.500,0.045,0.568,0.082,0.083,0.149
SYNCOPE,27,NaiveBayes,none,none,none,0.069,0.341,0.846,0.106,0.115,0.142
SYNCOPE,27,IBk,none,none,none,0.333,0.068,0.588,0.111,0.113,0.148
SYNCOPE,27,RandomForest,BestFirst (backward),none,none,NaN,0.000,0.562,0.000,NaN,NaN
SYNCOPE,27,NaiveBayes,BestFirst (backward),none,none,0.103,0.205,0.669,0.130,0.137,0.138
SYNCOPE,27,IBk,BestFirst (backward),none,none,NaN,0.000,0.564,0.000,NaN,NaN
SYNCOPE,27,RandomForest,none,SMOTE,none,0.429,0.068,0.617,0.116,0.118,0.169
SYNCOPE,27,NaiveBayes,none,SMOTE,none,0.047,0.455,0.838,0.075,0.086,0.132
SYNCOPE,27,IBk,none,SMOTE,none,0.113,0.159,0.625,0.126,0.132,0.127
SYNCOPE,27,RandomForest,none,none,SensitiveThreshold,0.227,0.114,0.549,0.148,0.152,0.157
SYNCOPE,27,NaiveBayes,none,none,SensitiveThreshold,0.066,0.364,0.846,0.101,0.111,0.142
SYNCOPE,27,IBk,none,none,SensitiveThreshold,0.261,0.136,0.588,0.176,0.179,0.185
SYNCOPE,28,RandomForest,none,none,none,1.000,0.617,0.982,0.762,0.763,0.785
SYNCOPE,28,NaiveBayes,none,none,none,0.073,0.404,0.854,0.113,0.123,0.159
SYNCOPE,28,IBk,none,none,none,0.839,0.553,0.923,0.665,0.667,0.680
SYNCOPE,28,RandomForest,BestFirst (backward),none,none,1.000,0.043,0.706,0.081,0.082,0.206
SYNCOPE,28,NaiveBayes,BestFirst (backward),none,none,0.092,0.170,0.678,0.112,0.119,0.117
SYNCOPE,28,IBk,BestFirst (backward),none,none,1.000,0.043,0.707,0.081,0.082,0.206
SYNCOPE,28,RandomForest,none,SMOTE,none,0.941,0.681,0.964,0.789,0.790,0.799
SYNCOPE,28,NaiveBayes,none,SMOTE,none,0.041,0.489,0.846,0.065,0.076,0.124
SYNCOPE,28,IBk,none,SMOTE,none,0.471,0.681,0.939,0.553,0.557,0.563
SYNCOPE,28,RandomForest,none,none,SensitiveThreshold,0.929,0.830,0.968,0.876,0.876,0.877
SYNCOPE,28,NaiveBayes,none,none,SensitiveThreshold,0.062,0.404,0.854,0.098,0.108,0.145
SYNCOPE,28,IBk,none,none,SensitiveThreshold,0.818,0.766,0.923,0.790,0.791,0.790
